"CD_NOM","LB_NOM"
650267,"Cosmarium trachypleurum var. minus"
999421,"Cosmarium transiens"
650268,"Cosmarium transitorium"
73928,"Cosmarium trilobulatum"
650269,"Cosmarium trilobulatum var. minutum"
650270,"Cosmarium trilobulatum var. printzii"
73929,"Cosmarium truncatellum"
627098,"Cosmarium tumidum"
650271,"Cosmarium tumidum var. minus"
650272,"Cosmarium turneri"
73930,"Cosmarium turpinii"
650273,"Cosmarium turpinii var. eximium"
73931,"Cosmarium turpinii var. podolicum"
720975,"Cosmarium turpinii var. turpinii"
1008319,"Cosmarium tutum"
670152,"Cosmarium tyrolicum"
73932,"Cosmarium undulatum"
720947,"Cosmarium undulatum var. alaskanum"
73933,"Cosmarium undulatum var. minutum"
650275,"Cosmarium undulatum var. wollei"
73934,"Cosmarium ungerianum"
650276,"Cosmarium ungerianum var. stellatum"
719913,"Cosmarium vallegrande"
1019632,"Cosmarium vanoisii"
625861,"Cosmarium variolatum"
650278,"Cosmarium variolatum var. rotundatum"
650279,"Cosmarium varsoviense"
650280,"Cosmarium varsoviense var. latum"
650281,"Cosmarium varsoviense var. tirolense"
73935,"Cosmarium venustum"
650283,"Cosmarium venustum var. basichondrum"
650284,"Cosmarium venustum var. excavatum"
650285,"Cosmarium venustum var. hypohexagonum"
894998,"Cosmarium venustum var. induratum"
650286,"Cosmarium venustum var. minus"
1008508,"Cosmarium verrucosum"
1008509,"Cosmarium verrucosum var. alatum"
650287,"Cosmarium vexatum"
650289,"Cosmarium vexatum var. lacustre"
627061,"Cosmarium vogesiacum"
945618,"Cosmarium vogesiacum f. quadrinodosum"
653295,"Cosmarium vogesiacum var. alpinum"
1008217,"Cosmarium vogesiacum var. bipunctatum"
191203,"Cosmocladium"
73939,"Cosmocladium constrictum"
627019,"Cosmocladium pulchellum"
73940,"Cosmocladium saxonicum"
650290,"Cosmocladium subramosum"
191204,"Cosmos"
92623,"Cosmos bipinnatus"
92624,"Cosmos sulphureus"
606877,"Cota"
92627,"Cota altissima"
610639,"Cota segetalis"
92629,"Cota tinctoria"
717742,"Cota tinctoria x Cota triumfetti"
92630,"Cota triumfetti"
191210,"Cotinus"
92631,"Cotinus coggygria"
191211,"Cotoneaster"
199941,"Cotoneaster 'Exburiensis'"
92632,"Cotoneaster acuminatus"
92633,"Cotoneaster acutifolius"
92634,"Cotoneaster adpressus"
92635,"Cotoneaster affinis"
993170,"Cotoneaster ambiguus"
92642,"Cotoneaster bullatus"
92643,"Cotoneaster buxifolius"
92646,"Cotoneaster cochleatus"
92647,"Cotoneaster congestus"
92648,"Cotoneaster conspicuus"
717150,"Cotoneaster coriaceus"
92649,"Cotoneaster dammeri"
92651,"Cotoneaster delphinensis"
92652,"Cotoneaster dielsianus"
92654,"Cotoneaster divaricatus"
92656,"Cotoneaster ellipticus"
92658,"Cotoneaster franchetii"
92659,"Cotoneaster frigidus"
92661,"Cotoneaster hissaricus"
92663,"Cotoneaster horizontalis"
717151,"Cotoneaster hsingshangensis"
92665,"Cotoneaster ignotus"
92667,"Cotoneaster integerrimus"
92668,"Cotoneaster integrifolius"
92715,"Cotoneaster intermedius"
92673,"Cotoneaster lucidus"
159608,"Cotoneaster microphyllus"
92676,"Cotoneaster moupinensis"
92678,"Cotoneaster multiflorus"
92679,"Cotoneaster nanshan"
717152,"Cotoneaster nebrodensis"
92684,"Cotoneaster nitens"
92685,"Cotoneaster nitidus"
968048,"Cotoneaster nummularius"
92687,"Cotoneaster obtusus"
92689,"Cotoneaster pannosus"
92698,"Cotoneaster pyrenaicus"
92700,"Cotoneaster raboutensis"
92704,"Cotoneaster salicifolius"
1040278,"Cotoneaster spongbergii"
993912,"Cotoneaster symondsii"
92710,"Cotoneaster tomentosus"
717153,"Cotoneaster uniflorus"
92711,"Cotoneaster villosulus"
92714,"Cotoneaster x amphigenus"
92716,"Cotoneaster x suecicus"
92717,"Cotoneaster x watereri"
92718,"Cotoneaster zabelii"
888800,"Cotteinae"
191214,"Cotula"
92722,"Cotula australis"
92723,"Cotula coronopifolia"
920220,"Cotulinae"
191216,"Cotyledon"
92734,"Cotyledon orbiculata"
191222,"Crambe"
92782,"Crambe maritima"
839851,"Cranichideae"
446618,"Crassocephalum"
191231,"Crassula"
159610,"Crassula alata"
92793,"Crassula helmsii"
92799,"Crassula muscosa"
92802,"Crassula pubescens"
92806,"Crassula tillaea"
92807,"Crassula vaillantii"
187304,"Crassulaceae"
972510,"Crassuloideae"
191232,"Crataegus"
92824,"Crataegus azarolus"
145725,"Crataegus azarolus var. azarolus"
145726,"Crataegus azarolus var. chlorocarpa"
994925,"Crataegus coccinea"
92838,"Crataegus coccinioides"
92840,"Crataegus crus-galli"
92854,"Crataegus germanica"
92863,"Crataegus laciniata"
92864,"Crataegus laevigata"
92876,"Crataegus monogyna"
92892,"Crataegus persimilis"
92900,"Crataegus rosiformis"
92903,"Crataegus sanguinea"
92911,"Crataegus submollis"
92914,"Crataegus succulenta"
160482,"Crataegus tanacetifolia"
717157,"Crataegus x gillotii"
611102,"Crataegus x lavallei"
92943,"Crataegus x lobata"
92945,"Crataegus x macrocarpa"
92948,"Crataegus x media"
92962,"Crataegus x sinaica"
92963,"Crataegus x subsphaerica"
191239,"Cratoneuron"
434381,"Cratoneuron curvicaule"
5502,"Cratoneuron filicinum"
919441,"Crepidinae"
191251,"Crepis"
92996,"Crepis albida"
133499,"Crepis albida subsp. albida"
611103,"Crepis amplexifolia"
93004,"Crepis aurea"
133500,"Crepis aurea subsp. aurea"
93014,"Crepis bellidifolia"
93015,"Crepis biennis"
93020,"Crepis bursifolia"
93023,"Crepis capillaris"
93027,"Crepis conyzifolia"
93036,"Crepis dioscoridis"
93045,"Crepis foetida"
133503,"Crepis foetida subsp. foetida"
133504,"Crepis foetida subsp. glandulosa"
133508,"Crepis foetida subsp. rhoeadifolia"
611104,"Crepis juvenalis"
93075,"Crepis lampsanoides"
93079,"Crepis leontodontoides"
93086,"Crepis micrantha"
93088,"Crepis mollis"
93097,"Crepis nicaeensis"
93101,"Crepis paludosa"
611105,"Crepis pontana"
93112,"Crepis praemorsa"
93114,"Crepis pulchra"
93115,"Crepis pygmaea"
93116,"Crepis pyrenaica"
93122,"Crepis rhaetica"
93125,"Crepis rubra"
93129,"Crepis sancta"
93134,"Crepis setosa"
93140,"Crepis suffreniana"
93144,"Crepis tectorum"
93157,"Crepis vesicaria"
133530,"Crepis vesicaria subsp. stellata"
133531,"Crepis vesicaria subsp. taraxacifolia"
93161,"Crepis x druceana"
93164,"Crepis x holubyana"
93167,"Crepis zacintha"
191253,"Cressa"
93171,"Cressa cretica"
848301,"Cresseae"
191262,"Crinum"
93181,"Crinum x powellii"
191268,"Crithmum"
93190,"Crithmum maritimum"
191269,"Crithopsis"
93193,"Crithopsis delileana"
1011213,"Crocoideae"
191272,"Crocosmia"
159966,"Crocosmia aurea"
93198,"Crocosmia masoniorum"
1019570,"Crocosmia masoniorum x Crocosmia paniculata"
93199,"Crocosmia paniculata"
93200,"Crocosmia x crocosmiiflora"
191274,"Crocus"
1040300,"Crocus angustifolius x Crocus flavus"
717924,"Crocus biflorus"
717744,"Crocus biflorus x Crocus chrysanthus"
93215,"Crocus chrysanthus"
93217,"Crocus corsicus"
93223,"Crocus flavus"
93232,"Crocus kotschyanus"
93236,"Crocus ligusticus"
93243,"Crocus minimus"
93250,"Crocus nudiflorus"
93257,"Crocus pulchellus"
93263,"Crocus sativus"
93266,"Crocus sieberi"
93269,"Crocus speciosus"
93276,"Crocus tommasinianus"
93282,"Crocus vernus"
93284,"Crocus versicolor"
93288,"Crocus x fritschii"
935209,"Crocus x stellaris"
1009416,"Croisettea"
1009417,"Croisettea requienii"
191276,"Crossidium"
3912,"Crossidium aberrans"
3913,"Crossidium crassinerve"
3915,"Crossidium squamiferum"
792497,"Crossidium squamiferum var. brevisetum"
434586,"Crossidium squamiferum var. pottioideum"
434587,"Crossidium squamiferum var. squamiferum"
786290,"Crossocalyx"
786436,"Crossocalyx hellerianus"
597190,"Crossosomatales"
349606,"Crouania"
72632,"Crouania attenuata"
365648,"Crouania francescoi"
365649,"Crouania ischiana"
524956,"Crouanieae"
191279,"Crucianella"
93295,"Crucianella angustifolia"
93297,"Crucianella latifolia"
93298,"Crucianella maritima"
611130,"Crucianella patula"
191280,"Cruciata"
93307,"Cruciata glabra"
922956,"Cruciata glabra var. glabra"
145772,"Cruciata glabra var. hirticaulis"
93308,"Cruciata laevipes"
93309,"Cruciata pedemontana"
145773,"Cruciata pedemontana var. pedemontana"
145774,"Cruciata pedemontana var. procumbens"
191283,"Crucigenia"
73946,"Crucigenia fenestrata"
653403,"Crucigenia lauterbornii"
653404,"Crucigenia mucronata"
73952,"Crucigenia quadrata"
73956,"Crucigenia tetrapedia"
653408,"Crucigeniella irregularis"
354497,"Cruoria"
370666,"Cruoria cruoriiformis"
370667,"Cruoria pellita"
188042,"Cruoriaceae"
353656,"Cruoriopsis"
627526,"Cruoriopsis hauckii"
191288,"Crupina"
93442,"Crupina crupinastrum"
93449,"Crupina vulgaris"
93450,"Crupina x intermedia"
191293,"Cryphaea"
5100,"Cryphaea heteromalla"
188337,"Cryphaeaceae"
191304,"Cryptogramma"
93469,"Cryptogramma crispa"
846062,"Cryptogrammoideae"
191307,"Cryptomeria"
93471,"Cryptomeria japonica"
353798,"Cryptonemia"
837383,"Cryptonemia hibernica"
1009402,"Cryptonemia palmetta"
368863,"Cryptonemia seminervis"
368862,"Cryptonemia tuniformis"
349659,"Cryptopleura"
72639,"Cryptopleura ramosa"
792137,"Cryptopleura ramosa var. carnosa"
830281,"Cryptopleureae"
191325,"Ctenidium"
5998,"Ctenidium molluscum"
191336,"Ctenopsis"
160337,"Ctenopsis cynosuroides"
160339,"Ctenopsis delicatula"
93478,"Ctenopsis pectinella"
191343,"Cucumis"
93535,"Cucumis melo"
823900,"Cucumis melo subsp. agrestis"
133550,"Cucumis melo subsp. melo"
630998,"Cucumis melo var. dudaim"
93539,"Cucumis sativus"
93540,"Cucumis trigonus"
191345,"Cucurbita"
93548,"Cucurbita ficifolia"
93550,"Cucurbita maxima"
611694,"Cucurbita moschata"
93555,"Cucurbita pepo"
187359,"Cucurbitaceae"
187358,"Cucurbitales"
853010,"Cucurbiteae"
191352,"Cullen"
93562,"Cullen americanum"
191355,"Cuminum"
93564,"Cuminum cyminum"
606878,"Cunninghamia"
610665,"Cunninghamia lanceolata"
1030411,"Cunninghamioideae"
187215,"Cupressaceae"
599782,"Cupressales"
1030418,"Cupresseae"
1030373,"Cupressidae"
1030417,"Cupressoideae"
191364,"Cupressus"
611158,"Cupressus cashmeriana"
611157,"Cupressus duclouxiana"
611153,"Cupressus dupreziana"
611155,"Cupressus funebris"
93590,"Cupressus sempervirens"
611152,"Cupressus torulosa"
943267,"Curio"
943261,"Curio repens"
191368,"Cuscuta"
93601,"Cuscuta approximata"
133555,"Cuscuta approximata subsp. approximata"
93613,"Cuscuta campestris"
93621,"Cuscuta epithymum"
133564,"Cuscuta epithymum subsp. corsicana"
133565,"Cuscuta epithymum subsp. epithymum"
133566,"Cuscuta epithymum subsp. kotschyi"
93623,"Cuscuta europaea"
159968,"Cuscuta lupuliformis"
93637,"Cuscuta monogyna"
93640,"Cuscuta planiflora"
93642,"Cuscuta racemosa"
93644,"Cuscuta scandens"
93648,"Cuscuta suaveolens"
848297,"Cuscutoideae"
191371,"Cutandia"
619194,"Cutandia maritima"
952706,"Cyanidiaceae"
952705,"Cyanidiales"
952704,"Cyanidiophyceae"
952707,"Cyanidium"
952708,"Cyanidium caldarium"
952703,"Cyanidophytina"
948719,"Cyanus"
610678,"Cyanus depressus"
717745,"Cyanus graminifolius"
717746,"Cyanus lugdunensis"
93673,"Cyanus montanus"
93680,"Cyanus segetum"
717747,"Cyanus semidecurrens"
93682,"Cyanus triumfetti"
446447,"Cyathea"
445326,"Cyatheaceae"
597192,"Cyatheales"
445324,"Cycadaceae"
598482,"Cycadales"
597589,"Cycadidae"
1030371,"Cycadopsida"
446367,"Cycas"
447942,"Cycas revoluta"
191390,"Cyclamen"
93695,"Cyclamen balearicum"
1026999,"Cyclamen coum"
93699,"Cyclamen hederifolium"
160306,"Cyclamen persicum"
93708,"Cyclamen purpurascens"
93710,"Cyclamen repandum"
446506,"Cyclosorus"
191407,"Cyclospermum"
93723,"Cyclospermum leptophyllum"
191414,"Cydonia"
93734,"Cydonia oblonga"
720135,"Cylindrocapsa"
720136,"Cylindrocapsa geminella"
720137,"Cylindrocapsa geminella var. minor"
653564,"Cylindrocapsaceae"
191420,"Cylindrocystis"
73963,"Cylindrocystis brebissonii"
73962,"Cylindrocystis crassa"
792149,"Cylindrocystis crassa var. elliptica"
650319,"Cylindrocystis jenneri"
720948,"Cylindrocystis sculpta"
650320,"Cylindrocystis tumida"
934696,"Cylindropuntia"
718947,"Cylindropuntia imbricata"
996926,"Cylindropuntia kleiniae"
996947,"Cylindropuntia pallida"
811236,"Cylindropuntia spinosior"
191433,"Cymbalaria"
93755,"Cymbalaria aequitriloba"
93762,"Cymbalaria hepaticifolia"
1020924,"Cymbalaria longipes"
93763,"Cymbalaria muralis"
952778,"Cymbomonas"
952779,"Cymbomonas tetramitiformis"
191441,"Cymodocea"
93774,"Cymodocea nodosa"
597682,"Cymodoceaceae"
952780,"Cymopolia"
952781,"Cymopolia vanbosseae"
846436,"Cynanchinae"
191443,"Cynanchum"
93777,"Cynanchum acutum"
191444,"Cynara"
93783,"Cynara cardunculus"
93795,"Cynara scolymus"
191446,"Cynodon"
93803,"Cynodon dactylon"
888808,"Cynodonteae"
191447,"Cynodontium"
4431,"Cynodontium bruntonii"
434109,"Cynodontium fallax"
4432,"Cynodontium gracilescens"
4433,"Cynodontium polycarpon"
1018864,"Cynodontium serrulatum"
4434,"Cynodontium strumiferum"
4435,"Cynodontium tenellum"
1025504,"Cynoglosseae"
1025508,"Cynoglossinae"
1025492,"Cynoglossoideae"
191448,"Cynoglossum"
706118,"Cynoglossum amabile"
93826,"Cynoglossum cheirifolium"
996281,"Cynoglossum cheirifolium subsp. cheirifolium"
611750,"Cynoglossum clandestinum"
93828,"Cynoglossum creticum"
93829,"Cynoglossum dioscoridis"
93830,"Cynoglossum germanicum"
995846,"Cynoglossum mathezii"
611749,"Cynoglossum montanum"
93840,"Cynoglossum officinale"
93844,"Cynoglossum pustulatum"
612452,"Cynoglossum pustulatum subsp. pustulatum"
1026744,"Cynoglossum x salesianorum"
606882,"Cynoglottis"
162299,"Cynoglottis barrelieri"
923774,"Cynoglottis barrelieri subsp. barrelieri"
187233,"Cynomoriaceae"
191450,"Cynomorium"
93854,"Cynomorium coccineum"
1006000,"Cynomorium coccineum subsp. coccineum"
973690,"Cynosurinae"
191453,"Cynosurus"
93860,"Cynosurus cristatus"
93864,"Cynosurus echinatus"
93865,"Cynosurus effusus"
93880,"Cynosurus polybracteatus"
187488,"Cyperaceae"
852389,"Cypereae"
1037463,"Cyperinae"
852385,"Cyperoideae"
191454,"Cyperus"
93893,"Cyperus aggregatus"
674685,"Cyperus alternifolius"
93898,"Cyperus badius"
93906,"Cyperus capitatus"
93913,"Cyperus congestus"
93918,"Cyperus difformis"
93923,"Cyperus eragrostis"
93924,"Cyperus esculentus"
145855,"Cyperus esculentus var. esculentus"
145856,"Cyperus esculentus var. heermannii"
145857,"Cyperus esculentus var. leptostachyus"
145858,"Cyperus esculentus var. macrostachyus"
145859,"Cyperus esculentus var. sativus"
93929,"Cyperus flavescens"
93930,"Cyperus flavidus"
93936,"Cyperus fuscus"
93938,"Cyperus glomeratus"
93954,"Cyperus involucratus"
93967,"Cyperus longus"
888128,"Cyperus michelianus"
446188,"Cyperus papyrus"
94007,"Cyperus reflexus"
94009,"Cyperus rigens"
94011,"Cyperus rotundus"
94013,"Cyperus schweinitzii"
854161,"Cyperus sect. Alternifolii"
854150,"Cyperus sect. Luzuloidei"
867255,"Cyperus sect. Strigosi"
867260,"Cyperus sect. Umbellati"
94014,"Cyperus serotinus"
788823,"Cyperus strigosus"
867204,"Cyperus subg. Mariscus"
854125,"Cyperus subg. Pycnostachys"
867263,"Cyperus subsect. Brevistyli"
94037,"Cyperus x heribaudii"
839831,"Cypripedioideae"
191470,"Cypripedium"
94041,"Cypripedium calceolus"
191480,"Cyrtomium"
94045,"Cyrtomium falcatum"
94046,"Cyrtomium fortunei"
191481,"Cyrtomnium"
4930,"Cyrtomnium hymenophylloides"
188044,"Cystocloniaceae"
349639,"Cystoclonium"
72647,"Cystoclonium purpureum"
703261,"Cystopteridaceae"
191494,"Cystopteris"
94066,"Cystopteris fragilis"
1038297,"Cystopteris fragilis nothosubsp. montserratii"
133615,"Cystopteris fragilis subsp. alpina"
1038298,"Cystopteris fragilis subsp. alpina x Cystopteris fragilis subsp. fragilis"
133619,"Cystopteris fragilis subsp. diaphana"
133622,"Cystopteris fragilis subsp. fragilis"
133623,"Cystopteris fragilis subsp. huteri"
1038291,"Cystopteris fragilis subsp. pseudoregia"
94068,"Cystopteris montana"
94074,"Cystopteris x christii"
187234,"Cytinaceae"
191506,"Cytinus"
94079,"Cytinus hypocistis"
133626,"Cytinus hypocistis subsp. clusii"
133627,"Cytinus hypocistis subsp. hypocistis"
191507,"Cytisophyllum"
94092,"Cytisophyllum sessilifolium"
940778,"Cytisus"
94098,"Cytisus arboreus"
94099,"Cytisus ardoinoi"
810956,"Cytisus ardoinoi subsp. ardoinoi"
810955,"Cytisus ardoinoi subsp. sauzeanus"
94111,"Cytisus decumbens"
94114,"Cytisus elongatus"
94123,"Cytisus hirsutus"
717159,"Cytisus infestus"
792094,"Cytisus laniger"
94136,"Cytisus lotoides"
159623,"Cytisus malacitanus"
94142,"Cytisus multiflorus"
94144,"Cytisus nigricans"
133642,"Cytisus nigricans subsp. nigricans"
94145,"Cytisus oromediterraneus"
94153,"Cytisus polytrichus"
94164,"Cytisus scoparius"
133645,"Cytisus scoparius subsp. maritimus"
810909,"Cytisus scoparius subsp. reverchonii"
133646,"Cytisus scoparius subsp. scoparius"
94167,"Cytisus spinosus"
94168,"Cytisus striatus"
133648,"Cytisus striatus subsp. striatus"
94174,"Cytisus triflorus"
94177,"Cytisus villosus"
94180,"Cytisus x beanii"
94182,"Cytisus x dallimorei"
94184,"Cytisus x kewensis"
94185,"Cytisus x praecox"
191511,"Daboecia"
94195,"Daboecia cantabrica"
973688,"Dactylidinae"
191518,"Dactylis"
94207,"Dactylis glomerata"
133652,"Dactylis glomerata subsp. glomerata"
718335,"Dactylis glomerata subsp. glomerata x Dactylis glomerata subsp. hispanica"
133653,"Dactylis glomerata subsp. hackelii"
133654,"Dactylis glomerata subsp. hispanica"
133655,"Dactylis glomerata subsp. lobata"
133658,"Dactylis glomerata subsp. oceanica"
612454,"Dactylis glomerata subsp. reichenbachii"
718336,"Dactylis glomerata subsp. slovenica"
145918,"Dactylis glomerata var. capitellata"
888810,"Dactylocteniinae"
191521,"Dactyloctenium"
638629,"Dactyloctenium aegyptium"
191524,"Dactylorhiza"
611206,"Dactylorhiza angustata x Dactylorhiza fuchsii"
94247,"Dactylorhiza brennensis"
611218,"Dactylorhiza brennensis x Dactylorhiza maculata"
717927,"Dactylorhiza devillersiorum"
94252,"Dactylorhiza elata"
94257,"Dactylorhiza fuchsii"
611217,"Dactylorhiza fuchsii x Dactylorhiza traunsteineri"
611333,"Dactylorhiza fuchsii x Gymnadenia nigra subsp. rhellicani"
611344,"Dactylorhiza fuchsii x Orchis mascula"
94259,"Dactylorhiza incarnata"
162477,"Dactylorhiza incarnata nothosubsp. dufftii"
133674,"Dactylorhiza incarnata subsp. cruenta"
611211,"Dactylorhiza incarnata subsp. cruenta x Dactylorhiza fuchsii var. fuchsii"
611209,"Dactylorhiza incarnata subsp. cruenta x Dactylorhiza majalis"
133675,"Dactylorhiza incarnata subsp. incarnata"
611341,"Dactylorhiza incarnata subsp. incarnata x Orchis purpurea"
146003,"Dactylorhiza incarnata var. hyphaematodes"
146004,"Dactylorhiza incarnata var. incarnata"
923047,"Dactylorhiza incarnata var. serotina"
619231,"Dactylorhiza incarnata var. straminea"
619224,"Dactylorhiza insularis"
94266,"Dactylorhiza maculata"
611215,"Dactylorhiza maculata subsp. ericetorum x Dactylorhiza traunsteineri"
611765,"Dactylorhiza maculata x Himantoglossum hircinum"
94267,"Dactylorhiza majalis"
611207,"Dactylorhiza majalis subsp. alpestris x Dactylorhiza incarnata subsp. cruenta"
611205,"Dactylorhiza majalis subsp. alpestris x Dactylorhiza sudetica"
611203,"Dactylorhiza majalis x Dactylorhiza sphagnicola"
611343,"Dactylorhiza majalis x Orchis mascula"
611208,"Dactylorhiza occitanica x Dactylorhiza maculata"
94273,"Dactylorhiza praetermissa"
611214,"Dactylorhiza praetermissa x Dactylorhiza traunsteineri"
94278,"Dactylorhiza saccifera"
94279,"Dactylorhiza sambucina"
94283,"Dactylorhiza sphagnicola"
611334,"Dactylorhiza sudetica x Gymnadenia nigra subsp. rhellicani"
94287,"Dactylorhiza traunsteineri"
611210,"Dactylorhiza traunsteineri subsp. lapponica x Dactylorhiza viridis"
611336,"Dactylorhiza viridis x Gymnadenia nigra subsp. rhellicani"
611345,"Dactylorhiza viridis x Orchis purpurea"
94290,"Dactylorhiza x altobracensis"
94292,"Dactylorhiza x ampolai"
94293,"Dactylorhiza x aschersoniana"
133709,"Dactylorhiza x aschersoniana nothosubsp. aschersoniana"
146013,"Dactylorhiza x aschersoniana nothovar. aschersoniana"
146014,"Dactylorhiza x aschersoniana nothovar. wisniewskii"
94294,"Dactylorhiza x batavica"
94295,"Dactylorhiza x bourdonii"
94296,"Dactylorhiza x braunii"
94298,"Dactylorhiza x carnea"
133713,"Dactylorhiza x carnea nothosubsp. carnea"
133712,"Dactylorhiza x carnea nothosubsp. maculatiformis"
162176,"Dactylorhiza x conigera"
94301,"Dactylorhiza x delamainii"
94303,"Dactylorhiza x dubreuilhii"
94304,"Dactylorhiza x dufftiana"
162159,"Dactylorhiza x erdingeri"
162161,"Dactylorhiza x erdingeri nothof. elongatum"
162160,"Dactylorhiza x erdingeri nothof. erdingeri"
94308,"Dactylorhiza x flixensis"
1021582,"Dactylorhiza x godferyana"
94310,"Dactylorhiza x gotlandica"
94312,"Dactylorhiza x grandis"
162177,"Dactylorhiza x guilhotii"
94313,"Dactylorhiza x guillaumeae"
94314,"Dactylorhiza x hallii"
133715,"Dactylorhiza x hallii nothosubsp. hallii"
133714,"Dactylorhiza x hallii nothosubsp. nummiana"
94315,"Dactylorhiza x hochreutineriana"
94332,"Dactylorhiza x influenza"
94333,"Dactylorhiza x jenensis"
94334,"Dactylorhiza x kelleriana"
94335,"Dactylorhiza x kerneriorum"
94337,"Dactylorhiza x krylovii"
94339,"Dactylorhiza x lillsundica"
94342,"Dactylorhiza x mielichhoferi"
162178,"Dactylorhiza x mixta"
94343,"Dactylorhiza x monticola"
94347,"Dactylorhiza x paridaeniana"
94348,"Dactylorhiza x predaensis"
610262,"Dactylorhiza x richteri"
94355,"Dactylorhiza x senayi"
94356,"Dactylorhiza x serbica"
94358,"Dactylorhiza x stagni-novi"
94360,"Dactylorhiza x stenkyrkae"
94361,"Dactylorhiza x stenostachys"
94363,"Dactylorhiza x templinensis"
94365,"Dactylorhiza x townsendiana"
94366,"Dactylorhiza x transiens"
611213,"Dactylorhiza x uliginosa"
94368,"Dactylorhiza x vermeuleniana"
94369,"Dactylorhiza x versicolor"
94370,"Dactylorhiza x weissenbachiana"
94371,"Dactylorhiza x wiefelspuetziana"
94372,"Dactylorhiza x wintonii"
191528,"Dahlia"
94376,"Dahlia pinnata"
94382,"Dahlia x cultorum"
844384,"Dalbergieae"
844358,"Dalbergioids"
923783,"Damasonium"
94388,"Damasonium alisma"
94392,"Damasonium polyspermum"
191540,"Danae"
160113,"Danae racemosa"
191543,"Danthonia"
94398,"Danthonia alpina"
94402,"Danthonia decumbens"
133721,"Danthonia decumbens subsp. decumbens"
94407,"Danthonia x breviaristata"
888795,"Danthonieae"
888794,"Danthonioideae"
191544,"Daphne"
94411,"Daphne alpina"
978206,"Daphne alpina subsp. alpina"
94423,"Daphne cneorum"
94427,"Daphne gnidium"
94432,"Daphne laureola"
94435,"Daphne mezereum"
94437,"Daphne oleoides"
718337,"Daphne oleoides subsp. oleoides"
94449,"Daphne striata"
985385,"Daphne x burkwoodii"
94456,"Daphne x houtteana"
94458,"Daphne x neapolitana"
985389,"Daphne x savensis"
715624,"Darmera"
717161,"Darmera peltata"
715632,"Dasiphora"
717162,"Dasiphora davurica"
94464,"Dasiphora fruticosa"
349666,"Dasya"
365890,"Dasya baillouviana"
365889,"Dasya corymbifera"
365893,"Dasya hutchinsiae"
72663,"Dasya ocellata"
542708,"Dasya penicillata"
72664,"Dasya punicea"
627534,"Dasya rigescens"
365894,"Dasya rigidula"
627118,"Dasya sessilis"
188069,"Dasyaceae"
351722,"Dasycladaceae"
188218,"Dasycladales"
357721,"Dasycladus"
379058,"Dasycladus vermicularis"
354575,"Dasyella"
370821,"Dasyella gracilis"
649848,"Dasyoideae"
191565,"Dasypyrum"
94473,"Dasypyrum villosum"
813751,"Dasysiphonia"
813752,"Dasysiphonia japonica"
191572,"Datura"
94479,"Datura ferox"
94481,"Datura innoxia"
94484,"Datura metel"
968082,"Datura quercifolia"
94489,"Datura stramonium"
611231,"Datura wrightii"
611229,"Datura x cabanesii"
884969,"Datureae"
957835,"Daucinae"
191573,"Daucus"
94497,"Daucus aureus"
611233,"Daucus bicolor"
94503,"Daucus carota"
612457,"Daucus carota nothosubsp. intermedius"
613688,"Daucus carota nothovar. intermedius"
613689,"Daucus carota nothovar. pseudocarota"
133731,"Daucus carota subsp. carota"
133732,"Daucus carota subsp. commutatus"
133733,"Daucus carota subsp. drepanensis"
133735,"Daucus carota subsp. gadecaei"
133736,"Daucus carota subsp. gummifer"
133737,"Daucus carota subsp. hispanicus"
133740,"Daucus carota subsp. maritimus"
133741,"Daucus carota subsp. maximus"
133744,"Daucus carota subsp. sativus"
613503,"Daucus carota var. brachycaulos"
613496,"Daucus carota var. carota"
613497,"Daucus carota var. commutatus"
613500,"Daucus carota var. fontanesii"
923541,"Daucus carota var. gummifer"
613501,"Daucus carota var. hispanicus"
613502,"Daucus carota var. linearis"
613495,"Daucus carota var. mauritanicus"
923550,"Daucus carota var. maximus"
613498,"Daucus carota var. tenuisectus"
611234,"Daucus crinitus"
94515,"Daucus glochidiatus"
611235,"Daucus gracilis"
611236,"Daucus guttatus"
611238,"Daucus littoralis"
611232,"Daucus montevidensis"
94539,"Daucus muricatus"
611237,"Daucus sahariensis"
191579,"Delairea"
94560,"Delairea odorata"
349660,"Delesseria"
72666,"Delesseria sanguinea"
188068,"Delesseriaceae"
830290,"Delesserieae"
523353,"Delesserioideae"
898208,"Delesseriopseae"
191585,"Delosperma"
94562,"Delosperma cooperi"
974969,"Delphinieae"
191590,"Delphinium"
94567,"Delphinium ajacis"
94572,"Delphinium consolida"
718338,"Delphinium consolida subsp. consolida"
94578,"Delphinium dubium"
94579,"Delphinium elatum"
133766,"Delphinium elatum subsp. helveticum"
94580,"Delphinium fissum"
133773,"Delphinium fissum subsp. fissum"
94590,"Delphinium montanum"
161239,"Delphinium orientale"
94599,"Delphinium pubescens"
94606,"Delphinium verdunense"
433878,"Dendrocryphaea"
434497,"Dendrocryphaea lamyana"
187188,"Dennstaedtiaceae"
846082,"Dennstaedtiineae"
349652,"Derbesia"
924600,"Derbesia boergesenii"
365839,"Derbesia marina"
627486,"Derbesia rhizophora"
72668,"Derbesia tenuissima"
188051,"Derbesiaceae"
353796,"Dermocorynus"
830094,"Dermocorynus dichotomus"
1019181,"Dermocorynus horridus"
368858,"Dermocorynus montagnei"
191651,"Deschampsia"
94626,"Deschampsia cespitosa"
