"CD_NOM","LB_NOM"
1015865,"Sporobolus pumilus"
124728,"Sporobolus pungens"
1015904,"Sporobolus schoenoides"
1015889,"Sporobolus sect. Clandestini"
1015894,"Sporobolus sect. Crypsis"
1015890,"Sporobolus sect. Cryptandri"
1015856,"Sporobolus sect. Spartina"
1015855,"Sporobolus sect. Sporobolus"
1015850,"Sporobolus sect. Virginicae"
1015857,"Sporobolus subsect. Alterniflori"
1015896,"Sporobolus subsect. Crypsis"
1015897,"Sporobolus subsect. Helvoli"
1015860,"Sporobolus subsect. Spartina"
124730,"Sporobolus vaginiflorus"
630725,"Sporobolus virginicus"
1015864,"Sporobolus x townsendii"
351828,"Sporolithaceae"
914209,"Sporolithales"
357975,"Sporolithon"
379711,"Sporolithon ptychoides"
1010278,"Sporotetras polydermatica"
524923,"Spyrideae"
349618,"Spyridia"
73341,"Spyridia filamentosa"
627544,"Spyridia griffithsiana"
522546,"Spyridiaceae"
851835,"Stachydeae"
197903,"Stachys"
124736,"Stachys affinis"
124740,"Stachys alpina"
141399,"Stachys alpina subsp. alpina"
124741,"Stachys annua"
141400,"Stachys annua subsp. annua"
124744,"Stachys arvensis"
124753,"Stachys brachyclada"
124756,"Stachys byzantina"
124761,"Stachys corsica"
124771,"Stachys germanica"
141406,"Stachys germanica subsp. germanica"
141410,"Stachys germanica subsp. salviifolia"
124773,"Stachys glutinosa"
124775,"Stachys heraclea"
124785,"Stachys maritima"
124786,"Stachys marrubiifolia"
124796,"Stachys ocymastrum"
124798,"Stachys palustris"
124805,"Stachys recta"
141417,"Stachys recta subsp. labiosa"
141418,"Stachys recta subsp. recta"
124807,"Stachys salisii"
124814,"Stachys sylvatica"
124823,"Stachys x ambigua"
124825,"Stachys x delgadoi"
124827,"Stachys x digenea"
124830,"Stachys x medebachensis"
124831,"Stachys x mirabilis"
197904,"Staehelina"
124842,"Staehelina dubia"
919509,"Staehelininae"
846441,"Stapeliinae"
715607,"Staphisagria"
124848,"Staphisagria macrosperma"
717569,"Staphisagria picta"
718417,"Staphisagria picta subsp. picta"
718295,"Staphisagria picta subsp. requienii"
197908,"Staphylea"
611573,"Staphylea colchica"
124845,"Staphylea pinnata"
187337,"Staphyleaceae"
197913,"Staurastrum"
651337,"Staurastrum acarides"
651340,"Staurastrum aculeatum"
651341,"Staurastrum aculeatum var. aquitanicum"
693485,"Staurastrum acutum"
651342,"Staurastrum affine"
74918,"Staurastrum affiniforme"
74920,"Staurastrum anatinum"
651343,"Staurastrum anatinum subsp. biradiatum"
1019546,"Staurastrum anatinum var. armatum"
651345,"Staurastrum anatinum var. curtum"
651346,"Staurastrum anatinum var. grande"
651347,"Staurastrum anatinum var. lagerheimii"
651349,"Staurastrum anatinum var. longibrachiatum"
651351,"Staurastrum anatinum var. robustum"
651353,"Staurastrum anatinum var. subfloriferum"
835267,"Staurastrum angulatum"
687761,"Staurastrum angulatum var. planctonicum"
74923,"Staurastrum arachne"
651356,"Staurastrum arachne var. basiornatum"
74924,"Staurastrum arctiscon"
627065,"Staurastrum arcuatum"
898134,"Staurastrum arcuatum var. subavicula"
811571,"Staurastrum arnellii"
811575,"Staurastrum arnellii var. spiniferum"
74925,"Staurastrum asperum"
835300,"Staurastrum asteroideum"
835306,"Staurastrum asteroideum var. nanum"
687762,"Staurastrum aversum"
74926,"Staurastrum avicula"
835312,"Staurastrum avicula var. lunatum"
1008951,"Staurastrum avicula var. planctonicum"
74949,"Staurastrum avicula var. subarcuatum"
651359,"Staurastrum bacillare"
651360,"Staurastrum bacillare var. obesum"
651361,"Staurastrum bifidum"
651362,"Staurastrum bloklandiae"
720030,"Staurastrum bohlinianum"
627066,"Staurastrum boreale"
651363,"Staurastrum boreale var. robustum"
850371,"Staurastrum borgeanum"
719927,"Staurastrum botrophilum"
74929,"Staurastrum brachiatum"
74930,"Staurastrum brasiliense"
651367,"Staurastrum brasiliense var. lundellii"
651369,"Staurastrum brebissonii var. brevispinum"
651371,"Staurastrum breviaculeatum"
792473,"Staurastrum brevispina"
792474,"Staurastrum brevispina var. reversa"
653303,"Staurastrum bulbosum"
834932,"Staurastrum bulbosum var. cyanthiforme"
651372,"Staurastrum bullardii"
74933,"Staurastrum capitulum"
651373,"Staurastrum cerastes"
74934,"Staurastrum chaetoceras"
625863,"Staurastrum cingulum"
653712,"Staurastrum cingulum var. obesum"
627067,"Staurastrum clevei"
625864,"Staurastrum coarctatum"
651375,"Staurastrum coarctatum var. subcurtum"
651376,"Staurastrum controversum"
651377,"Staurastrum controversum var. semivestitum"
651378,"Staurastrum cordatum"
651379,"Staurastrum coronulatum"
1008943,"Staurastrum crassangulatum"
74936,"Staurastrum crenulatum"
651385,"Staurastrum crenulatum var. britannicum"
651386,"Staurastrum crenulatum var. continentale"
74937,"Staurastrum cristatum"
850727,"Staurastrum cristatum f. reinschii"
1008970,"Staurastrum cristatum var. oligacanthum"
651389,"Staurastrum cumbricum"
651391,"Staurastrum cyclacanthum"
651392,"Staurastrum cyclacanthum var. africanum"
651393,"Staurastrum cyclacanthum var. subacanthum"
625865,"Staurastrum cyrtocerum"
835292,"Staurastrum cyrtocerum var. brachycerum"
1008939,"Staurastrum cyrtocerum var. inflexum"
651395,"Staurastrum dejectum var. eymei"
625867,"Staurastrum denticulatum"
999135,"Staurastrum depressus"
74942,"Staurastrum dilatatum"
651401,"Staurastrum diplacanthum"
651402,"Staurastrum diplacanthum var. anglicum"
651403,"Staurastrum dispar"
651405,"Staurastrum disputatum var. extensum"
651406,"Staurastrum duplex"
74944,"Staurastrum echinatum"
651407,"Staurastrum ellipticum"
625869,"Staurastrum erasum"
999127,"Staurastrum erasum var. corsicum"
74945,"Staurastrum excavatum"
651408,"Staurastrum excavatum var. planctonicum"
895171,"Staurastrum extensum"
651409,"Staurastrum floriferum"
74946,"Staurastrum forficulatum"
651412,"Staurastrum forficulatum var. granulato-furcigerum"
895173,"Staurastrum forficulatum var. subsenarium"
651413,"Staurastrum forficulatum var. verrucosum"
74957,"Staurastrum furcatum"
651338,"Staurastrum furcatum var. aciculiferum"
651415,"Staurastrum furcatum var. candianum"
651417,"Staurastrum furcatum var. vanoisii"
74958,"Staurastrum furcigerum"
670616,"Staurastrum furcigerum f. armigerum"
651425,"Staurastrum furcigerum f. eustephanum"
670574,"Staurastrum furcigerum var. furcigerum"
651426,"Staurastrum gatniense"
74959,"Staurastrum gemelliparum"
651427,"Staurastrum geminatum"
651429,"Staurastrum gladiosum f. ornatum"
651431,"Staurastrum globulatum"
74962,"Staurastrum gracile"
651433,"Staurastrum gracile var. coronulatum"
651435,"Staurastrum grallatorium"
651437,"Staurastrum grande"
627081,"Staurastrum granulosum"
651439,"Staurastrum granulosum f. connexum"
651443,"Staurastrum haaboeliense"
651444,"Staurastrum hantzschii"
651445,"Staurastrum heimerlianum"
74963,"Staurastrum hexacerum"
651447,"Staurastrum hexacerum var. convergens"
651448,"Staurastrum hexacerum var. productum"
895176,"Staurastrum hibernicum"
74964,"Staurastrum hirsutum"
670566,"Staurastrum hirsutum var. muricatum"
651449,"Staurastrum hystrix"
74965,"Staurastrum inconspicuum"
679251,"Staurastrum insigne"
651451,"Staurastrum iotanum"
625871,"Staurastrum johnsonii"
651461,"Staurastrum johnsonii f. annulatum"
651460,"Staurastrum johnsonii var. altius"
651462,"Staurastrum johnsonii var. depauperatum"
651463,"Staurastrum johnsonii var. triradiatum"
651466,"Staurastrum kouwetsii"
74967,"Staurastrum laeve"
835287,"Staurastrum laevispinum"
835289,"Staurastrum laevispinum var. compactum"
835272,"Staurastrum lanceolatum"
651467,"Staurastrum lapponicum"
74968,"Staurastrum leptocladum"
651469,"Staurastrum leptocladum var. cornutum"
651470,"Staurastrum leptocladum var. insigne"
625873,"Staurastrum longipes"
651471,"Staurastrum longipes f. maius"
625887,"Staurastrum longiradiatum"
651472,"Staurastrum longispinum"
720978,"Staurastrum lunatum var. lunatum"
651476,"Staurastrum luteolum"
625879,"Staurastrum manfeldtii"
835319,"Staurastrum manfeldtii var. productum"
835240,"Staurastrum manfeldtii var. pseudosebaldi"
653300,"Staurastrum manfeldtii var. splendidum"
74970,"Staurastrum margaritaceum"
651991,"Staurastrum margaritaceum var. robustum"
74972,"Staurastrum margaritaceum var. trigonum"
651992,"Staurastrum megalonotum"
74973,"Staurastrum meriani"
653302,"Staurastrum messikommeri f. plancticum"
625888,"Staurastrum micron"
884110,"Staurastrum miedzyrczecense"
697346,"Staurastrum minutissimum"
74976,"Staurastrum monticulosum"
651997,"Staurastrum muricatum var. denudatum"
74978,"Staurastrum muticum"
651998,"Staurastrum nanum"
652001,"Staurastrum oligacanthum f. evoluta"
652000,"Staurastrum oligacanthum var. incisum"
74979,"Staurastrum orbiculare"
652005,"Staurastrum ornatum"
652006,"Staurastrum ornatum var. asperum"
652007,"Staurastrum ornatum var. morzinense"
74982,"Staurastrum oxyacanthum"
652008,"Staurastrum oxyacanthum var. polyacanthum"
697350,"Staurastrum pachyrhynchum"
74984,"Staurastrum paradoxum"
74985,"Staurastrum paradoxum var. parvum"
652009,"Staurastrum paucidentatum"
652010,"Staurastrum pentacerum"
652011,"Staurastrum pentasterias"
652012,"Staurastrum perinii"
74986,"Staurastrum pileolatum"
835297,"Staurastrum pilosum"
652013,"Staurastrum pilosum"
74987,"Staurastrum pingue"
1009020,"Staurastrum pingue var. planctonicum"
720031,"Staurastrum pinnatum"
720032,"Staurastrum pinnatum var. hydra"
1008904,"Staurastrum pisciforme"
74989,"Staurastrum planctonicum var. bullosum"
670150,"Staurastrum podlachicum"
74990,"Staurastrum polymorphum"
652059,"Staurastrum polymorphum var. bornensis"
652060,"Staurastrum polymorphum var. divergens"
652061,"Staurastrum polymorphum var. munitum"
74991,"Staurastrum polymorphum var. pusillum"
652063,"Staurastrum polymorphum var. simplex"
74992,"Staurastrum polytrichum"
74993,"Staurastrum proboscideum"
1008850,"Staurastrum proboscideum f. minus"
652066,"Staurastrum protectum"
74994,"Staurastrum pseudopelagicum"
652067,"Staurastrum pseudopisciforme"
652069,"Staurastrum pseudosebaldi var. basidenticulatum"
652070,"Staurastrum pseudosebaldi var. elongatum"
627101,"Staurastrum pseudotetracerum"
652072,"Staurastrum pseudotetracerum var. curvatum"
74995,"Staurastrum punctulatum"
652073,"Staurastrum punctulatum f. crassum"
652074,"Staurastrum punctulatum var. subproductum"
652075,"Staurastrum pungens"
652087,"Staurastrum pyramidatum"
652088,"Staurastrum pyramidatum var. coilon"
74999,"Staurastrum quadrangulare"
652089,"Staurastrum quadrangulare var. contectum"
652090,"Staurastrum quadrangulare var. prolificum"
895178,"Staurastrum ralfsii"
1008976,"Staurastrum ralfsii var. depressum"
652092,"Staurastrum retusum"
652093,"Staurastrum reynouardii"
652094,"Staurastrum riklii"
652095,"Staurastrum rugulosum"
652097,"Staurastrum ruzickae"
652099,"Staurastrum saltans"
75000,"Staurastrum saxonicum"
652101,"Staurastrum scabrum"
75001,"Staurastrum sebaldi"
653305,"Staurastrum sebaldi f. quadribrachiatum"
652103,"Staurastrum sebaldi var. corpulentum"
933526,"Staurastrum sebaldii"
75004,"Staurastrum senarium"
652105,"Staurastrum senticosum"
625889,"Staurastrum setigerum"
652106,"Staurastrum sexangulare"
75005,"Staurastrum sexcostatum"
75007,"Staurastrum simonyi"
652107,"Staurastrum simonyi var. elegantius"
1008869,"Staurastrum sinense"
1008870,"Staurastrum sinense var. insigne"
625891,"Staurastrum smithii"
792475,"Staurastrum spetsbergense"
652108,"Staurastrum spiculosum"
75008,"Staurastrum spongiosum"
652109,"Staurastrum spongiosum var. perbifidum"
652111,"Staurastrum striatum"
75009,"Staurastrum striolatum"
720033,"Staurastrum subavicula var. luxurians"
652112,"Staurastrum subbrebissonii"
625892,"Staurastrum subcruciatum"
652113,"Staurastrum subnudibrachiatum"
652114,"Staurastrum subnudibrachiatum var. incisum"
652115,"Staurastrum suborbiculare"
795812,"Staurastrum subpunctulatum"
792482,"Staurastrum subpygmaeum"
792483,"Staurastrum subpygmaeum var. subangulatum"
895181,"Staurastrum suchlandtianum"
999133,"Staurastrum tectum"
999134,"Staurastrum tectum var. ayayense"
75010,"Staurastrum teliferum"
652117,"Staurastrum teliferum f. obtusum"
835220,"Staurastrum teliferum var. gladiosum"
652119,"Staurastrum teliferum var. ordinatum"
75011,"Staurastrum tetracerum"
652121,"Staurastrum tetracerum f. trigonum"
670209,"Staurastrum tetracerum var. irregulare"
75013,"Staurastrum tetracerum var. validum"
75014,"Staurastrum tohopekaligense"
627033,"Staurastrum trachytithophorum"
652123,"Staurastrum trapezicum"
835275,"Staurastrum trapezoides"
652124,"Staurastrum tumidulum"
75016,"Staurastrum turgescens"
652125,"Staurastrum turgescens f. minus"
652127,"Staurastrum verticillatum"
75017,"Staurastrum vestitum"
829154,"Stauridium"
811645,"Stauridium tetras"
965474,"Stauridium tetras var. tetraodon"
197917,"Staurodesmus"
627070,"Staurodesmus aristiferus"
652149,"Staurodesmus bieneanus"
652150,"Staurodesmus bieneanus var. ellipticus"
652151,"Staurodesmus boergesenii"
652152,"Staurodesmus brevispina f. minimus"
652153,"Staurodesmus bulnheimii"
627035,"Staurodesmus connatus"
652155,"Staurodesmus connatus var. africanus"
75020,"Staurodesmus controversus"
1009103,"Staurodesmus controversus var. crassus"
627036,"Staurodesmus convergens"
720034,"Staurodesmus convergens var. convergens"
1019628,"Staurodesmus convergens var. incrassatus"
627037,"Staurodesmus corniculatus"
652159,"Staurodesmus corniculatus var. subspinigerus"
627039,"Staurodesmus cuspidatus"
652166,"Staurodesmus cuspidatus var. pseudocuspidatus"
834902,"Staurodesmus cuspidicurvatus"
75021,"Staurodesmus dejectus"
795813,"Staurodesmus dejectus var. apiculatus"
652167,"Staurodesmus dejectus var. borealis"
652168,"Staurodesmus dejectus var. convergens"
652169,"Staurodesmus dickiei var. circularis"
652170,"Staurodesmus dickiei var. rhomboideus"
75022,"Staurodesmus extensus"
652171,"Staurodesmus extensus var. isthmosus"
652172,"Staurodesmus extensus var. joshuae"
652173,"Staurodesmus furcatospermus"
75023,"Staurodesmus glaber"
652175,"Staurodesmus glaber var. debaryanus"
652176,"Staurodesmus glaber var. hirudinella"
627110,"Staurodesmus incus"
1009109,"Staurodesmus incus var. indentatus"
835323,"Staurodesmus incus var. jaculiferus"
652181,"Staurodesmus lanceolatus var. compressus"
627074,"Staurodesmus leptodermus"
851046,"Staurodesmus mamillatus var. maximus"
627104,"Staurodesmus megacanthus"
652185,"Staurodesmus mucronatus"
652187,"Staurodesmus mucronatus var. subtriangularis"
1008568,"Staurodesmus octocornis"
652188,"Staurodesmus omearae"
1009111,"Staurodesmus orientalis"
652190,"Staurodesmus pachyrhynchus var. pseudopachyrhynchus"
75025,"Staurodesmus patens"
894892,"Staurodesmus patens var. inflatus"
652191,"Staurodesmus patens var. maximus"
627045,"Staurodesmus phimus"
652192,"Staurodesmus phimus var. occidentalis"
652193,"Staurodesmus pterosporus"
834763,"Staurodesmus ralfsii"
652194,"Staurodesmus reginae"
652195,"Staurodesmus sellatus"
627102,"Staurodesmus spencerianus"
652196,"Staurodesmus spencerianus var. triangulatus"
652197,"Staurodesmus spetsbergensis"
652198,"Staurodesmus spetsbergensis var. angulatus"
652199,"Staurodesmus subtriangularis"
652200,"Staurodesmus subulatus"
652201,"Staurodesmus subulatus var. subaequalis"
652203,"Staurodesmus unicornis"
652205,"Staurodesmus unicornis f. longicollis"
652204,"Staurodesmus unicornis var. gracilis"
627103,"Staurodesmus validus"
835321,"Staurodesmus validus var. subincus"
197928,"Stegonia"
5208,"Stegonia latifolia"
435870,"Stegonia latifolia var. latifolia"
435871,"Stegonia latifolia var. pilifera"
895164,"Steinedesmus"
895165,"Steinedesmus ralfsii"
197932,"Stellaria"
124967,"Stellaria alsine"
124970,"Stellaria aquatica"
125000,"Stellaria graminea"
125014,"Stellaria media"
125019,"Stellaria neglecta"
718784,"Stellaria neglecta var. cupaniana"
718785,"Stellaria neglecta var. neglecta"
125021,"Stellaria nemorum"
141460,"Stellaria nemorum nothosubsp. kersii"
141461,"Stellaria nemorum subsp. montana"
141462,"Stellaria nemorum subsp. nemorum"
125023,"Stellaria pallida"
125024,"Stellaria palustris"
946461,"Stellaria ruderalis"
125050,"Stellaria x glauciformis"
125051,"Stellaria x hybrida"
606995,"Stellarioides"
161788,"Stellarioides longebracteata"
354504,"Stenogramma"
370674,"Stenogramma interruptum"
197969,"Stenotaphrum"
125107,"Stenotaphrum secundatum"
850745,"Sterculioideae"
786356,"Stereodon"
436226,"Stereodon callichrous"
436230,"Stereodon hamulosus"
931166,"Stereodon pratensis"
931045,"Stereodontaceae"
197990,"Sternbergia"
125120,"Sternbergia colchiciflora"
125123,"Sternbergia lutea"
611592,"Sternbergia sicula"
611591,"Sternbergia sicula x Sternbergia lutea"
985607,"Sternbergia vernalis"
197999,"Stichococcus"
75030,"Stichococcus bacillaris"
627472,"Stigeoclonium"
627633,"Stigeoclonium amoenum"
652209,"Stigeoclonium elongatum"
652210,"Stigeoclonium farctum"
652211,"Stigeoclonium fasciculare"
974679,"Stigeoclonium flagelliferum"
75032,"Stigeoclonium lubricum"
75033,"Stigeoclonium protensum"
75034,"Stigeoclonium subsecundum"
75036,"Stigeoclonium tenue"
75037,"Stigeoclonium thermale"
652212,"Stigeoclonium variabile"
198017,"Stipa"
969360,"Stipa atlantica"
125135,"Stipa capillata"
125141,"Stipa epilosa"
141473,"Stipa epilosa subsp. epilosa"
125142,"Stipa eriocaulis"
141475,"Stipa eriocaulis subsp. eriocaulis"
125146,"Stipa gallica"
125167,"Stipa offneri"
125173,"Stipa pennata"
141484,"Stipa pennata subsp. pennata"
888836,"Stipeae"
888837,"Stipellula"
888838,"Stipellula capensis"
888839,"Stipellula parviflora"
888834,"Stipodae"
606997,"Stoibrax"
611359,"Stoibrax dichotomum"
433848,"Straminergon"
434407,"Straminergon stramineum"
198031,"Stratiotes"
125219,"Stratiotes aloides"
931713,"Stratiotoideae"
786336,"Streblotrichum"
435796,"Streblotrichum convolutum"
962102,"Streblotrichum convolutum var. commutatum"
786528,"Streblotrichum convolutum var. convolutum"
704601,"Strelitzia"
853301,"Strelitzia reginae"
445322,"Strelitziaceae"
995314,"Streptocarpinae"
995689,"Streptocarpus"
995690,"Streptocarpus ionanthus"
543310,"Streptophyta"
198036,"Streptopus"
125226,"Streptopus amplexifolius"
354043,"Stromatella"
369386,"Stromatella papillosa"
845873,"Struthiopteris"
125238,"Struthiopteris spicant"
939828,"Struthiopteris spicant var. spicant"
715628,"Stuckenia"
717572,"Stuckenia filiformis"
717574,"Stuckenia pectinata"
719165,"Stuckenia x suecica"
357567,"Stylonema"
378686,"Stylonema alsidii"
378685,"Stylonema cornu-cervi"
378687,"Stylonema subcoeruleum"
525735,"Stylonemataceae"
525413,"Stylonematales"
524142,"Stylonematophyceae"
995186,"Styphnolobium"
125244,"Styphnolobium japonicum"
187388,"Styracaceae"
198079,"Styrax"
125247,"Styrax officinalis"
198080,"Suaeda"
125249,"Suaeda albescens"
966908,"Suaeda altissima"
125259,"Suaeda maritima"
125261,"Suaeda spicata"
125262,"Suaeda splendens"
1021698,"Suaeda vera"
884095,"Suaedoideae"
198085,"Subularia"
125264,"Subularia aquatica"
198090,"Succisa"
125295,"Succisa pratensis"
198091,"Succisella"
198092,"Succowia"
125312,"Succowia balearica"
198106,"Swertia"
125319,"Swertia perennis"
1028702,"Swertiinae"
198107,"Syagrus"
125322,"Syagrus romanzoffiana"
354044,"Sykidion"
369389,"Sykidion droebakense"
1018959,"Symblepharis"
1018961,"Symblepharis elongata"
198123,"Symphoricarpos"
125324,"Symphoricarpos albus"
152064,"Symphoricarpos albus var. laevigatus"
718023,"Symphoricarpos orbiculatus"
717575,"Symphoricarpos x chenaultii"
717876,"Symphoricarpos x doorenbosii"
894858,"Symphyocladia"
924622,"Symphyocladia marchantioides"
932559,"Symphyocladiella"
932560,"Symphyocladiella dendroidea"
970602,"Symphyocladiella parasitica"
1019152,"Symphyocladiella spinifera"
920231,"Symphyotrichinae"
446750,"Symphyotrichum"
611643,"Symphyotrichum dumosum"
448410,"Symphyotrichum laeve"
125330,"Symphyotrichum lanceolatum"
717576,"Symphyotrichum lateriflorum"
125331,"Symphyotrichum novae-angliae"
448412,"Symphyotrichum novi-belgii"
612575,"Symphyotrichum novi-belgii var. novi-belgii"
717577,"Symphyotrichum pilosum"
125333,"Symphyotrichum squamatum"
125336,"Symphyotrichum x amethystinum"
125337,"Symphyotrichum x salignum"
717877,"Symphyotrichum x tardiflorum"
125338,"Symphyotrichum x versicolor"
198127,"Symphytum"
125341,"Symphytum asperum"
125343,"Symphytum bulbosum"
160311,"Symphytum caucasicum"
611413,"Symphytum grandiflorum"
125355,"Symphytum officinale"
141498,"Symphytum officinale subsp. bohemicum"
141499,"Symphytum officinale subsp. officinale"
125356,"Symphytum orientale"
125364,"Symphytum tuberosum"
141502,"Symphytum tuberosum subsp. tuberosum"
996081,"Symphytum x bicknellii"
996080,"Symphytum x hidcotense"
125369,"Symphytum x uplandicum"
125370,"Symphytum x wettsteinii"
851843,"Synandreae"
433825,"Syntrichia"
434227,"Syntrichia calcicola"
434228,"Syntrichia caninervis"
434596,"Syntrichia caninervis var. astrakhanica"
434597,"Syntrichia caninervis var. caninervis"
434598,"Syntrichia caninervis var. gypsophila"
434230,"Syntrichia fragilis"
434232,"Syntrichia handelii"
434233,"Syntrichia laevipila"
434234,"Syntrichia latifolia"
434235,"Syntrichia minor"
434236,"Syntrichia montana"
434599,"Syntrichia montana var. calva"
434600,"Syntrichia montana var. montana"
434237,"Syntrichia norvegica"
434238,"Syntrichia papillosa"
434239,"Syntrichia papillosissima"
434240,"Syntrichia princeps"
434241,"Syntrichia rigescens"
435912,"Syntrichia ruraliformis"
434242,"Syntrichia ruralis"
904049,"Syntrichia ruralis var. epilosa"
434602,"Syntrichia ruralis var. ruralis"
434243,"Syntrichia sinensis"
434244,"Syntrichia subpapillosissima"
434245,"Syntrichia virescens"
198159,"Syringa"
125386,"Syringa emodi"
125387,"Syringa josikaea"
1019229,"Syringa protolaciniata"
125391,"Syringa vulgaris"
924186,"Syringa x laciniata"
125392,"Syringa x persica"
656447,"Syzygiella"
770367,"Syzygiella autumnalis"
652227,"Tabris"
652228,"Tabris heimii"
198189,"Taeniatherum"
125397,"Taeniatherum caput-medusae"
354557,"Taenioma"
370783,"Taenioma nanum"
919493,"Tageteae"
198193,"Tagetes"
125401,"Tagetes erecta"
125404,"Tagetes minuta"
125405,"Tagetes patula"
717878,"Tagetes tenuifolia"
606999,"Taiwania"
611360,"Taiwania cryptomerioides"
1030412,"Taiwanioideae"
598090,"Talinaceae"
445906,"Talinum"
447459,"Talinum paniculatum"
187354,"Tamaricaceae"
198198,"Tamarix"
125412,"Tamarix africana"
125414,"Tamarix arborea"
125416,"Tamarix canariensis"
125418,"Tamarix chinensis"
125426,"Tamarix gallica"
125437,"Tamarix parviflora"
125439,"Tamarix ramosissima"
125444,"Tamarix tetrandra"
198201,"Tanacetum"
125456,"Tanacetum audibertii"
125457,"Tanacetum balsamita"
125459,"Tanacetum cinerariifolium"
162467,"Tanacetum coccineum"
125460,"Tanacetum corymbosum"
125464,"Tanacetum macrophyllum"
125469,"Tanacetum parthenium"
718786,"Tanacetum parthenium var. parthenium"
621339,"Tanacetum parthenium var. praealtum"
125474,"Tanacetum vulgare"
198226,"Taraxacum"
125478,"Taraxacum aberrans"
717578,"Taraxacum acervatulum"
125479,"Taraxacum acutangulum"
125481,"Taraxacum adamii"
125480,"Taraxacum adamiifolium"
717879,"Taraxacum aemulans"
125484,"Taraxacum aequilobiforme"
125485,"Taraxacum aeruginiceps"
125486,"Taraxacum aestivum"
125488,"Taraxacum aginnense"
125489,"Taraxacum agrarium"
125490,"Taraxacum alacre"
125491,"Taraxacum alatum"
125492,"Taraxacum albulense"
717579,"Taraxacum alienum"
717580,"Taraxacum amansii"
125495,"Taraxacum ampelophytum"
717581,"Taraxacum ancistrolobum"
125499,"Taraxacum anglicum"
125500,"Taraxacum angustisquameum"
125502,"Taraxacum aquilonare"
125503,"Taraxacum aquitanum"
717582,"Taraxacum aragonicum"
125505,"Taraxacum argillicola"
717583,"Taraxacum atactum"
717880,"Taraxacum atrolivaceum"
125510,"Taraxacum aurosuloides"
125511,"Taraxacum aurosulum"
125512,"Taraxacum austrinum"
125514,"Taraxacum autumnale"
125515,"Taraxacum autumnaliforme"
717584,"Taraxacum bavaricum"
125519,"Taraxacum besarabicum"
125520,"Taraxacum bifalcatum"
125521,"Taraxacum binilobatum"
717585,"Taraxacum blomgrenii"
717586,"Taraxacum boekmanii"
125524,"Taraxacum brachyglossum"
717587,"Taraxacum brachypodon"
125526,"Taraxacum bracteatum"
125527,"Taraxacum braun-blanquetii"
125528,"Taraxacum brevifloroides"
717588,"Taraxacum cacuminatum"
717589,"Taraxacum caespitosum"
125532,"Taraxacum callosum"
125534,"Taraxacum caloschistoides"
717591,"Taraxacum caloschistum"
125536,"Taraxacum capricum"
125538,"Taraxacum castaneum"
125539,"Taraxacum caudatulum"
719173,"Taraxacum cenabense"
125544,"Taraxacum ciliare"
125545,"Taraxacum ciliatum"
125546,"Taraxacum cinereum"
717592,"Taraxacum circinatum"
717594,"Taraxacum clemens"
717881,"Taraxacum cognoscibile"
717595,"Taraxacum cophocentrum"
717596,"Taraxacum cordatum"
125556,"Taraxacum croceiflorum"
125558,"Taraxacum cucullatiforme"
125559,"Taraxacum cucullatum"
717597,"Taraxacum curvatum"
125561,"Taraxacum cyanolepidiforme"
717598,"Taraxacum cyrtum"
125564,"Taraxacum debrayi"
788830,"Taraxacum decrepitum"
125566,"Taraxacum delanghei"
125568,"Taraxacum dens-leonis"
125570,"Taraxacum dilatatum"
125571,"Taraxacum dilucidum"
717599,"Taraxacum drucei"
125577,"Taraxacum dunense"
717600,"Taraxacum duplidentifrons"
125580,"Taraxacum ekmanii"
125581,"Taraxacum ekmaniiforme"
125582,"Taraxacum elaverinum"
125583,"Taraxacum eminens"
125585,"Taraxacum erythrospermum"
125587,"Taraxacum eudontum"
125588,"Taraxacum euranum"
717601,"Taraxacum euryanthes"
125589,"Taraxacum exiguum"
719175,"Taraxacum expallidiforme"
125590,"Taraxacum exsanguineum"
125591,"Taraxacum exsurgens"
717602,"Taraxacum fasciatiforme"
717603,"Taraxacum ferale"
125595,"Taraxacum fimbriatum"
125597,"Taraxacum flandricum"
611674,"Taraxacum flos-lacus"
125598,"Taraxacum fontanicola"
125599,"Taraxacum fontanosquameum"
717605,"Taraxacum formosum"
717882,"Taraxacum frugale"
717606,"Taraxacum fulgidum"
125601,"Taraxacum fulviforme"
717607,"Taraxacum gaditanum"
125603,"Taraxacum gallicum"
125606,"Taraxacum gelertii"
125607,"Taraxacum gelricum"
125610,"Taraxacum glandiforme"
125611,"Taraxacum glandonense"
125615,"Taraxacum graminicolor"
125616,"Taraxacum graniticum"
125619,"Taraxacum gymnanthum"
125620,"Taraxacum hamatiforme"
125622,"Taraxacum hamatulum"
125623,"Taraxacum hamatum"
125624,"Taraxacum hamiferum"
125628,"Taraxacum helveticum"
717608,"Taraxacum herae"
125632,"Taraxacum hollandicum"
717609,"Taraxacum homoschistum"
611680,"Taraxacum hygrophilum"
717610,"Taraxacum impolitum"
717611,"Taraxacum inclinans"
125634,"Taraxacum inconspicuum"
125635,"Taraxacum infradentatum"
717612,"Taraxacum infuscatum"
125636,"Taraxacum invocatum"
717613,"Taraxacum irrigatum"
611672,"Taraxacum lacistophylloides"
125640,"Taraxacum lacistophyllum"
125644,"Taraxacum lambinonii"
611683,"Taraxacum lamprophyllum"
717614,"Taraxacum lawalreei"
125648,"Taraxacum leucospermum"
125649,"Taraxacum ligerinum"
717615,"Taraxacum linearisquameum"
