"CD_NOM","LB_NOM","TRIGRAMME"
81161,"Alchemilla schmidelyana","Alcsch"
610821,"Alchemilla speciosa","Alcspe"
81166,"Alchemilla splendens","Alcspl"
608142,"Alchemilla strigosula","Alcstr"
81170,"Alchemilla subcrenata","Alcsub"
717722,"Alchemilla subglobosa","Alcsub2"
81171,"Alchemilla subsericea","Alcsub3"
81179,"Alchemilla transiens","Alctra"
81182,"Alchemilla trunciloba","Alctru"
81190,"Alchemilla vetteri","Alcvet"
81193,"Alchemilla x cuneata","Alcxcun"
81195,"Alchemilla xanthochlora","Alcxan"
974803,"Alchemillinae","Alchemillinae"
967568,"Alhagi","Alhagi"
967569,"Alhagi maurorum","Alhmau"
188962,"Alisma","Alisma"
81260,"Alisma gramineum","Aligra"
81263,"Alisma lanceolatum","Alilan"
81272,"Alisma plantago-aquatica","Alipla"
81280,"Alisma x rhicnocarpum","Alixrhi"
187450,"Alismataceae","Alismataceae"
522745,"Alismatales","AliR.B"
188963,"Alkanna","Alkanna"
161879,"Alkanna lutea","Alklut"
81287,"Alkanna matthioli","Alkmat"
1078055,"Alkekengi","Alkekengi"
81291,"Alkekengi officinarum","Alkoff"
1078057,"Alkekengi officinarum var. franchetii","Alkofffra"
1078056,"Alkekengi officinarum var. officinarum","Alkoffoff"
786241,"Alleniella","Alleniella"
786408,"Alleniella besseri","Allbes"
786495,"Alleniella complanata","Allcom2"
188969,"Alliaria","Alliaria"
81295,"Alliaria petiolata","Allpet& G"
599162,"Allieae","Allieae"
454892,"Allioideae","Allioideae"
188971,"Allium","Allium"
81297,"Allium acutiflorum","Allacu"
81313,"Allium ampeloprasum","Allamp"
81316,"Allium angulosum","Allang"
717723,"Allium atroviolaceum x Allium polyanthum","AllatrxAllpol"
81336,"Allium carinatum","Allcar"
81339,"Allium cepa","Allcep"
446104,"Allium cepa var. aggregatum","Allcepagg"
446105,"Allium cepa var. cepa","Allcepcep"
81341,"Allium chamaemoly","Allcha"
81347,"Allium coloratum","Allcol"
81350,"Allium commutatum","Allcom"
610832,"Allium commutatum x Allium porrum","AllcomxAllpor"
81355,"Allium consimile","Allcon"
81359,"Allium corsicum","Allcor"
610829,"Allium cyrilli","Allcyr"
81369,"Allium ericetorum","Alleri"
81373,"Allium fistulosum","Allfis"
81376,"Allium flavum","Allfla"
81378,"Allium flexum","Allfle"
923594,"Allium longispathum","Alllon"
81423,"Allium lusitanicum","Alllus"
81433,"Allium moly","Allmol"
81439,"Allium moschatum","Allmos"
81440,"Allium multibulbosum","Allmul"
81443,"Allium narcissiflorum","Allnar"
81445,"Allium neapolitanum","Allnea"
81449,"Allium nigrum","Allnig"
610831,"Allium obtusiflorum","Allobt"
81457,"Allium oleraceum","Allole"
610830,"Allium oleraceum x Allium oporinanthum","AllolexAllopo"
81459,"Allium oporinanthum","Allopo"
81460,"Allium oschaninii","Allosc"
81463,"Allium pallens","Allpal"
161532,"Allium paradoxum","Allpar"
81468,"Allium parciflorum","Allpar2"
81473,"Allium pendulinum","Allpen"
81479,"Allium polyanthum","Allpol"
81483,"Allium porrum","Allpor"
81499,"Allium roseum","Allros"
1041095,"Allium roseum subsp. insulare","Allrosins"
143266,"Allium roseum subsp. roseum","Allrosros"
81501,"Allium rotundum","Allrot"
81505,"Allium sativum","Allsat"
81506,"Allium savii","Allsav"
81507,"Allium scaberrimum","Allsca"
81508,"Allium schoenoprasum","Allsch"
718299,"Allium schoenoprasum subsp. schoenoprasum","Allschsch"
81510,"Allium scorodoprasum","Allsco"
81516,"Allium siculum","Allsic"
81520,"Allium sphaerocephalon","Allsph"
131212,"Allium sphaerocephalon subsp. sphaerocephalon","Allsphsph"
143282,"Allium sphaerocephalon var. deseglisei","Allsphdes"
143283,"Allium sphaerocephalon var. sphaerocephalon","Allsphsph2"
81522,"Allium strictum","Allstr"
81523,"Allium suaveolens","Allsua"
81525,"Allium subhirsutum","Allsub"
81530,"Allium tenuiflorum","Allten"
81537,"Allium trifoliatum","Alltri"
81538,"Allium triquetrum","Alltri2"
81539,"Allium tuberosum","Alltub"
81541,"Allium ursinum","Allurs"
81543,"Allium victorialis","Allvic"
81544,"Allium vineale","Allvin"
717068,"Allium x proliferum","Allxpro"
188973,"Allocasuarina","Allocasuarina"
81554,"Allocasuarina verticillata","Allver"
939298,"Alnus","Alnus"
81563,"Alnus alnobetula","Alnaln"
131226,"Alnus alnobetula subsp. alnobetula","Alnalnaln"
131227,"Alnus alnobetula subsp. suaveolens","Alnalnsua"
610833,"Alnus alnobetula x Alnus incana","AlnalnxAlninc"
81567,"Alnus cordata","Alncor"
131228,"Alnus cordata subsp. cordata","Alncorcor"
997895,"Alnus cordata subsp. neapolitana","Alncornea"
81569,"Alnus glutinosa","Alnglu"
81570,"Alnus incana","Alninc"
131230,"Alnus incana subsp. incana","Alnincinc"
162506,"Alnus japonica","Alnjap"
162503,"Alnus maritima","Alnmar"
610834,"Alnus rubra","Alnrub"
160288,"Alnus subcordata","Alnsub"
81583,"Alnus x elliptica","Alnxell"
81586,"Alnus x pubescens","Alnxpub"
81587,"Alnus x spaethii","Alnxspa"
446221,"Aloe","Aloe"
81588,"Aloe arborescens","Aloarb"
1050060,"Aloe arborescens subsp. arborescens","Aloarbarb"
81591,"Aloe brevifolia","Alobre"
1049925,"Aloe brevifolia var. brevifolia","Alobrebre"
1049926,"Aloe brevifolia var. depressa","Alobredep"
1050074,"Aloe brevifolia x Aloe perfoliata","AlobrexAloper"
81593,"Aloe ferox","Alofer"
81594,"Aloe humilis","Alohum"
81595,"Aloe maculata","Alomac2"
1050050,"Aloe maculata subsp. maculata","Alomacmac"
611653,"Aloe maculata x Aloe striata","AlomacxAlostr"
81597,"Aloe perfoliata","Aloper"
81599,"Aloe spectabilis","Alospe"
1049930,"Aloe succotrina","Alosuc"
639239,"Aloe vera","Alover"
1049898,"Aloe x caesia","Aloxcae"
1050078,"Aloiampelos","Aloiampelos"
1050086,"Aloiampelos ciliaris","Alocil"
1050096,"Aloiampelos ciliaris var. ciliaris","Alocilcil"
1050097,"Aloiampelos striatula","Alostr"
1050105,"Aloiampelos striatula var. caesia","Alostrcae"
1050099,"Aloiampelos striatula var. striatula","Alostrstr"
188989,"Aloina","Aloina"
4864,"Aloina aloides","Aloalo"
4865,"Aloina ambigua","Aloamb"
434169,"Aloina bifrons","Alobif"
4866,"Aloina brevirostris","Alobre2"
434171,"Aloina obliquifolia","Aloobl"
3910,"Aloina rigida","Alorig"
973739,"Alopecurinae","Alopecurinae"
188993,"Alopecurus","Alopecurus"
81610,"Alopecurus aequalis","Aloaeq"
81620,"Alopecurus arundinaceus","Aloaru"
718300,"Alopecurus arundinaceus subsp. arundinaceus","Aloaruaru"
81624,"Alopecurus bulbosus","Alobul"
718301,"Alopecurus bulbosus subsp. bulbosus","Alobulbul"
81637,"Alopecurus geniculatus","Alogen"
81638,"Alopecurus gerardi","Aloger"
718302,"Alopecurus gerardi subsp. gerardi","Alogerger"
81648,"Alopecurus myosuroides","Alomyo"
718303,"Alopecurus myosuroides subsp. myosuroides","Alomyomyo"
81656,"Alopecurus pratensis","Alopra"
131242,"Alopecurus pratensis subsp. pratensis","Aloprapra"
81658,"Alopecurus rendlei","Aloren"
610835,"Alopecurus setarioides","Aloset"
81668,"Alopecurus utriculatus","Aloutr"
81673,"Alopecurus x brachystylus","Aloxbra"
81674,"Alopecurus x haussknechtianus","Aloxhau"
81677,"Alopecurus x marssonii","Aloxmar"
81680,"Alopecurus x plettkei","Aloxple"
81682,"Alopecurus x turicensis","Aloxtur"
81683,"Alopecurus x wincklerianus","Aloxwin"
189000,"Aloysia","Aloysia"
639101,"Aloysia citrodora","Alocit"
913957,"Alsidieae","Alsidieae"
349668,"Alsidium","Alsidium"
72461,"Alsidium corallinum","Alscor2"
72462,"Alsidium helminthochorton","Alshel"
1044506,"Alsineae","Alsineae"
189005,"Alstroemeria","Alstroemeria"
81824,"Alstroemeria aurea","Alsaur"
81825,"Alstroemeria haemantha","Alshae"
81826,"Alstroemeria ligtu","Alslig"
187225,"Alstroemeriaceae","Alstroemeriaceae"
189007,"Alternanthera","Alternanthera"
81827,"Alternanthera caracasana","Altcar"
81831,"Alternanthera philoxeroides","Altphi"
189008,"Althaea","Althaea"
81837,"Althaea cannabina","Altcan"
81856,"Althaea officinalis","Altoff"
81867,"Althaea x taurinensis","Altxtau"
189009,"Althenia","Althenia"
81869,"Althenia filiformis","Altfil"
131262,"Althenia filiformis subsp. filiformis","Altfilfil"
131263,"Althenia filiformis subsp. orientalis","Altfilori"
597815,"Altingiaceae","Altingiaceae"
1077416,"Alysseae","Alysseae"
947954,"Alyssoides","Alyssoides"
81875,"Alyssoides utriculata","Alyutr"
189013,"Alyssum","Alyssum"
81876,"Alyssum alpestre","Alyalp"
81878,"Alyssum alyssoides","Alyaly"
160975,"Alyssum argenteum","Alyarg"
810907,"Alyssum cacuminum","Alycac"
81896,"Alyssum corsicum","Alycor"
161703,"Alyssum flexicaule","Alyfle"
81914,"Alyssum linifolium","Alylin"
81915,"Alyssum loiseleurii","Alyloi"
81923,"Alyssum montanum","Alymon"
610845,"Alyssum murale","Alymur"
81926,"Alyssum orophilum","Alyoro"
81935,"Alyssum rhodanense","Alyrho"
81936,"Alyssum robertianum","Alyrob"
810898,"Alyssum rostratum","Alyros"
81942,"Alyssum scutigerum","Alyscu"
81943,"Alyssum serpyllifolium","Alyser"
81944,"Alyssum simplex","Alysim"
524122,"Amansieae","Amansieae"
187277,"Amaranthaceae","Amaranthaceae"
884107,"Amarantheae","Amarantheae"
884083,"Amaranthoideae","Amaranthoideae"
189023,"Amaranthus","Amaranthus"
81954,"Amaranthus acutilobus","Amaacu"
81955,"Amaranthus albus","Amaalb"
81963,"Amaranthus blitoides","Amabli"
81966,"Amaranthus blitum","Amabli2"
131285,"Amaranthus blitum subsp. blitum","Amablibli"
131286,"Amaranthus blitum subsp. emarginatus","Amabliema"
143439,"Amaranthus blitum var. blitum","Amablibli2"
154276,"Amaranthus blitum var. emarginatus","Amabliema2"
143440,"Amaranthus blitum var. oleraceus","Amabliole"
154277,"Amaranthus blitum var. pseudogracilis","Amablipse"
81970,"Amaranthus capensis","Amacap"
131288,"Amaranthus capensis subsp. uncinatus","Amacapunc"
81971,"Amaranthus caudatus","Amacau"
926940,"Amaranthus crispus","Amacri"
81976,"Amaranthus cruentus","Amacru"
81978,"Amaranthus deflexus","Amadef"
159531,"Amaranthus dinteri","Amadin"
957251,"Amaranthus dinteri subsp. brevipetiolatus","Amadinbre"
81991,"Amaranthus graecizans","Amagra"
131291,"Amaranthus graecizans subsp. graecizans","Amagragra"
131292,"Amaranthus graecizans subsp. silvestris","Amagrasil"
81992,"Amaranthus hybridus","Amahyb"
1007761,"Amaranthus hybridus x Amaranthus powelii subsp. bouchonii","AmahybxAmapow"
81994,"Amaranthus hypochondriacus","Amahyp"
82006,"Amaranthus muricatus","Amamur"
82009,"Amaranthus palmeri","Amapal"
82014,"Amaranthus polygonoides","Amapol"
82015,"Amaranthus powellii","Amapow"
961575,"Amaranthus powellii subsp. bouchonii","Amapowbou"
961574,"Amaranthus powellii subsp. powellii","Amapowpow"
82017,"Amaranthus quitensis","Amaqui"
82018,"Amaranthus retroflexus","Amaret"
82023,"Amaranthus spinosus","Amaspi"
82024,"Amaranthus standleyanus","Amasta"
884050,"Amaranthus subg. Acnida","Amasub"
884115,"Amaranthus subg. Albersia","Amasub2"
884114,"Amaranthus subg. Amaranthus","Amasub3"
82030,"Amaranthus tricolor","Amatri"
82033,"Amaranthus viridis","Amavir"
82037,"Amaranthus x adulterinus","Amaxadu"
82038,"Amaranthus x alleizettei","Amaxall"
82045,"Amaranthus x ralletii","Amaxral"
997888,"Amaranthus x ralletii nothosubsp. ralletii","Amaxral2"
997880,"Amaranthus x ralletii nothosubsp. soproniensis","Amaxral3"
187466,"Amaryllidaceae","Amaryllidaceae"
951357,"Amaryllideae","Amaryllideae"
599202,"Amaryllidoideae","Amaryllidoideae"
189025,"Amaryllis","Amaryllis"
82060,"Amaryllis belladonna","Amabel"
189033,"Amblyodon","Amblyodon"
4962,"Amblyodon dealbatus","Ambdea"
189034,"Amblyopyrum","Amblyopyrum"
161986,"Amblyopyrum muticum","Ambmut"
187163,"Amblystegiaceae","Amblystegiaceae"
189035,"Amblystegium","Amblystegium"
791722,"Amblystegium arvernense","Ambarv"
5446,"Amblystegium serpens","Ambser"
593968,"Amborellales","AmbMel"
189037,"Ambrosia","Ambrosia"
82080,"Ambrosia artemisiifolia","Ambart"
610847,"Ambrosia psilostachya","Ambpsi"
82092,"Ambrosia tenuifolia","Ambten"
82093,"Ambrosia trifida","Ambtri2"
948053,"Ambrosia x helenae","Ambxhel"
920140,"Ambrosiinae","Ambrosiinae"
189038,"Ambrosina","Ambrosina"
82095,"Ambrosina bassii","Ambbas"
1028990,"Ambrosineae","Ambrosineae"
189040,"Amelanchier","Amelanchier"
160480,"Amelanchier canadensis","Amecan"
82101,"Amelanchier lamarckii","Amelam"
82103,"Amelanchier ovalis","Ameova"
131308,"Amelanchier ovalis subsp. ovalis","Ameovaova"
162649,"Amelanchier spicata","Amespi"
788763,"Amelichloa","Amelichloa"
788852,"Amelichloa ambigua","Ameamb"
788853,"Amelichloa brachychaeta","Amebra"
788854,"Amelichloa caudata","Amecau"
1030409,"Amentotaxeae","Amentotaxeae"
189047,"Ammannia","Ammannia"
82120,"Ammannia coccinea","Ammcoc"
160299,"Ammannia robusta","Ammrob"
189048,"Ammi","Ammi"
82130,"Ammi majus","Ammmaj"
189050,"Ammochloa","Ammochloa"
82134,"Ammochloa pungens","Ammpun"
973691,"Ammochloinae","Ammochloinae"
189052,"Ammoides","Ammoides"
82136,"Ammoides pusilla","Ammpus"
189055,"Ammophila","Ammophila"
82139,"Ammophila arenaria","Ammare"
131313,"Ammophila arenaria subsp. arenaria","Ammareare"
131314,"Ammophila arenaria subsp. arundinacea","Ammarearu"
82146,"Amomyrtus luma","Amolum"
189061,"Amorpha","Amorpha"
82164,"Amorpha fruticosa","Amofru"
844383,"Amorpheae","Amorpheae"
888835,"Ampelodesmeae","Ampelodesmeae"
189065,"Ampelodesmos","Ampelodesmos"
82173,"Ampelodesmos mauritanicus","Ampmau"
968946,"Amphidiaceae","Amphidiaceae"
189073,"Amphidium","Amphidium"
5008,"Amphidium lapponicum","Amplap"
5009,"Amphidium mougeotii","Ampmou"
349580,"Amphiroa","Amphiroa"
365423,"Amphiroa beauvoisii","Ampbea"
365424,"Amphiroa cryptarthrodia","Ampcry"
365422,"Amphiroa fragilissima","Ampfra"
713035,"Amphiroa kuetzingiana","Ampkue"
72464,"Amphiroa rigida","Amprig"
914088,"Amphiroeae","Amphiroeae"
189096,"Amsinckia","Amsinckia"
788797,"Amsinckia calycina","Amscal"
82194,"Amsinckia lycopsoides","Amslyc"
1025506,"Amsinckiinae","Amsinckiinae"
974607,"Amygdaleae","Amygdaleae"
974496,"Amygdaloideae","Amygdaloideae"
189109,"Anacamptis","Anacamptis"
82282,"Anacamptis coriophora","Anacor"
162132,"Anacamptis coriophora subsp. coriophora","Anacorcor"
611338,"Anacamptis coriophora subsp. coriophora x Neotinea lactea","Anaxsub4"
131319,"Anacamptis coriophora subsp. fragrans","Anacorfra"
610694,"Anacamptis coriophora subsp. fragrans x Anacamptis morio","Anaxsub"
610700,"Anacamptis coriophora subsp. fragrans x Anacamptis palustris","Anaxsub2"
162133,"Anacamptis coriophora subsp. martrinii","Anacormar"
82283,"Anacamptis laxiflora","Analax"
162135,"Anacamptis laxiflora subsp. laxiflora","Analaxlax"
610691,"Anacamptis laxiflora x Anacamptis morio subsp. picta","AnalaxxAnamor"
611330,"Anacamptis laxiflora x Dactylorhiza brennensis","AnalaxxDacbre"
611329,"Anacamptis laxiflora x Dactylorhiza elata subsp. sesquipedalis","AnalaxxDacela"
611326,"Anacamptis laxiflora x Orchis mascula","AnalaxxOrcmas"
82285,"Anacamptis morio","Anamor"
1054216,"Anacamptis morio nothosubsp. cortesii","Anamorcor"
1054210,"Anacamptis morio nothosubsp. litardierei","Anamorlit"
719215,"Anacamptis morio subsp. champagneuxii","Anamorcha"
719216,"Anacamptis morio subsp. longicornu","Anamorlon"
610692,"Anacamptis morio subsp. longicornu x Anacamptis papilionacea var. expansa","Anaxsub3"
719217,"Anacamptis morio subsp. morio","Anamormor"
626615,"Anacamptis morio subsp. picta","Anamorpic"
611349,"Anacamptis morio subsp. picta x Serapias neglecta","Anaxsub5"
82286,"Anacamptis palustris","Anapal"
162136,"Anacamptis palustris subsp. palustris","Anapalpal"
611331,"Anacamptis palustris x Dactylorhiza traunsteineri","AnapalxDactra"
82287,"Anacamptis papilionacea","Anapap"
811034,"Anacamptis papilionacea subsp. grandiflora","Anapapgra"
1054059,"Anacamptis papilionacea subsp. papilionacea","Anapappap"
82288,"Anacamptis pyramidalis","Anapyr"
613137,"Anacamptis pyramidalis var. pyramidalis","Anapyrpyr"
143482,"Anacamptis pyramidalis var. tanayensis","Anapyrtan"
162182,"Anacamptis x alata","Anaxala"
1054240,"Anacamptis x alata nothosubsp. alata","Anaxala2"
1054236,"Anacamptis x alata nothosubsp. sarcidani","Anaxala3"
1002471,"Anacamptis x alatoides","Anaxala4"
162183,"Anacamptis x alberti","Anaxalb"
162191,"Anacamptis x bornemannii","Anaxbor"
1054114,"Anacamptis x caccabaria","Anaxcac"
162225,"Anacamptis x duquesneyi","Anaxduq"
162204,"Anacamptis x genevensis","Anaxgen"
162154,"Anacamptis x heraclea","Anaxher2"
610698,"Anacamptis x heraclea x Anacamptis palustris","Anaxher"
162229,"Anacamptis x laniccae","Anaxlan"
1053962,"Anacamptis x laniccae nothosubsp. galloprovinciana","Anaxlan2"
1053965,"Anacamptis x laniccae nothosubsp. laniccae","Anaxlan3"
717077,"Anacamptis x larzacensis","Anaxlar"
162185,"Anacamptis x lloydiana","Anaxllo"
162168,"Anacamptis x menosii","Anaxmen"
1054336,"Anacamptis x menosii nothosubsp. menosii","Anaxmen2"
162186,"Anacamptis x nicodemi","Anaxnic"
1054113,"Anacamptis x nicodemi nothosubsp. nicodemi","Anaxnic2"
1054115,"Anacamptis x nicodemi nothosubsp. yvesii","Anaxnic3"
162187,"Anacamptis x olida","Anaxoli"
1054323,"Anacamptis x olida nothosubsp. darcissii","Anaxoli2"
1054243,"Anacamptis x olida nothosubsp. olida","Anaxoli3"
162165,"Anacamptis x parvifolia","Anaxpar2"
162170,"Anacamptis x parvifolia nothosubsp. bicknellii","Anaxpar3"
162188,"Anacamptis x parvifolia nothosubsp. parvifolia","Anaxpar4"
610699,"Anacamptis x parvifolia x Anacamptis palustris","Anaxpar"
162163,"Anacamptis x simorrensis","Anaxsim"
1054019,"Anacamptis x simorrensis nothosubsp. simorrensis","Anaxsim2"
1054021,"Anacamptis x simorrensis nothosubsp. ticinensis","Anaxsim3"
162190,"Anacamptis x timbalii","Anaxtim"
1054337,"Anacamptis x timbalii nothosubsp. timbalii","Anaxtim2"
162230,"Anacamptis x vanlookenii","Anaxvan"
189110,"Anacamptodon","Anacamptodon"
5139,"Anacamptodon splachnoides","Anaspl"
627443,"Anacardiaceae","Anacardiaceae"
894832,"Anacardioideae","Anacardioideae"
931714,"Anacharidoideae","Anacharidoideae"
189113,"Anacolia","Anacolia"
4974,"Anacolia webbii","Anaweb"
189115,"Anacyclus","Anacyclus"
82305,"Anacyclus clavatus","Anacla"
610701,"Anacyclus homogamos","Anahom"
610702,"Anacyclus monanthos","Anamon"
719219,"Anacyclus monanthos subsp. cyrtolepidioides","Anamoncyr"
82315,"Anacyclus radiatus","Anarad"
718304,"Anacyclus radiatus subsp. radiatus","Anaradrad"
82318,"Anacyclus valentinus","Anaval"
940565,"Anacyclus x bethuriae","Anaxbet"
940548,"Anacyclus x malvesiensis","Anaxmal"
351543,"Anadyomenaceae","Anadyomenaceae"
357377,"Anadyomene","Anadyomene"
378189,"Anadyomene stellata","Anaste"
189121,"Anagyris","Anagyris"
82350,"Anagyris foetida","Anafoe"
189123,"Anaphalis","Anaphalis"
82353,"Anaphalis margaritacea","Anamar"
189129,"Anarrhinum","Anarrhinum"
82356,"Anarrhinum bellidifolium","Anabel"
82357,"Anarrhinum corsicum","Anacor2"
610704,"Anarrhinum laxiflorum","Analax2"
1077430,"Anastaticeae","Anastaticeae"
189134,"Anastrepta","Anastrepta"
6305,"Anastrepta orcadensis","Anaorc"
726227,"Anastrophyllaceae","Anastrophyllaceae"
189135,"Anastrophyllum","Anastrophyllum"
436581,"Anastrophyllum assimile","Anaass"
1076357,"Anatherum","Anatherum"
1076366,"Anatherum virginicum","Anavir"
1077413,"Anchonieae","Anchonieae"
189142,"Anchusa","Anchusa"
618756,"Anchusa azurea","Ancazu"
82376,"Anchusa crispa","Anccri"
907646,"Anchusa crispa subsp. crispa","Anccricri"
907647,"Anchusa crispa subsp. valincoana","Anccrival"
82378,"Anchusa gmelinii","Ancgme"
82379,"Anchusa hybrida","Anchyb"
926990,"Anchusa leptophylla","Anclep"
926992,"Anchusa leptophylla subsp. incana","Anclepinc"
1027340,"Anchusa leptophylla subsp. leptophylla","Ancleplep"
82390,"Anchusa ochroleuca","Ancoch"
82391,"Anchusa officinalis","Ancoff"
82398,"Anchusa procera","Ancpro"
82408,"Anchusa undulata","Ancund"
996770,"Anchusa undulata subsp. granatensis","Ancundgra"
82411,"Anchusa x tauschii","Ancxtau"
189148,"Andrachne","Andrachne"
82414,"Andrachne telephioides","Andtel"
189149,"Andreaea","Andreaea"
6825,"Andreaea alpestris","Andalp"
6824,"Andreaea alpina","Andalp2"
6827,"Andreaea blyttii","Andbly"
6828,"Andreaea crassinervia","Andcra"
6830,"Andreaea frigida","Andfri"
6831,"Andreaea heinemannii","Andhei"
434529,"Andreaea heinemannii subsp. heinemannii","Andheihei"
913632,"Andreaea hookeri","Andhoo"
433966,"Andreaea mutabilis","Andmut"
6832,"Andreaea nivalis","Andniv"
6833,"Andreaea rothii","Androt"
434530,"Andreaea rothii subsp. falcata","Androtfal"
434531,"Andreaea rothii subsp. rothii","Androtrot"
6834,"Andreaea rupestris","Andrup"
434532,"Andreaea rupestris var. papillosa","Andruppap"
434533,"Andreaea rupestris var. rupestris","Andruprup"
188373,"Andreaeaceae","Andreaeaceae"
188364,"Andreaeales","AndLim"
189153,"Andromeda","Andromeda"
82420,"Andromeda polifolia","Andpol"
1008770,"Andromeda polifolia var. polifolia","Andpolpol"
907448,"Andromedeae","Andromedeae"
189154,"Andropogon","Andropogon"
82439,"Andropogon distachyos","Anddis"
621297,"Andropogon gerardi","Andger"
