"CD_REF";"LB_NOM";"NOM_VERN";"FAMILLE";"GF"
957671;"Sciodaphyllum urbanianum";"Arali";"Araliaceae";"A"
957667;"Hydrocotyloideae";"";"Araliaceae";"P"
193418;"Hydrocotyle";"Hydrocotyle";"Araliaceae";"P"
957912;"Hydrocotyle americana";"";"Araliaceae";"Q"
103129;"Hydrocotyle bonariensis";"Hydrocotyle de Buenos Aires";"Araliaceae";"I"
445400;"Hydrocotyle feaniana";"";"Araliaceae";"A"
706396;"Hydrocotyle grossularioides";"Hydrocotyle faux-groseillier";"Araliaceae";"A"
958372;"Hydrocotyle sect. Chamaemori";"";"Araliaceae";"Q"
958366;"Hydrocotyle sect. Hydrocotyle";"";"Araliaceae";"P"
159708;"Hydrocotyle umbellata";"Hydrocotyle en ombelle";"Araliaceae";"P"
629872;"Hydrocotyle verticillata";"Herbe mare";"Araliaceae";"D"
673912;"Delarbrea balansae";"";"Myodocarpaceae";"A"
672834;"Delarbrea collina";"";"Myodocarpaceae";"A"
672835;"Delarbrea harmsii";"";"Myodocarpaceae";"A"
672836;"Delarbrea longicarpa";"";"Myodocarpaceae";"A"
674392;"Delarbrea montana";"";"Myodocarpaceae";"A"
674575;"Delarbrea montana subsp. arborea";"";"Myodocarpaceae";"A"
674507;"Delarbrea montana subsp. montana";"";"Myodocarpaceae";"A"
674508;"Delarbrea paradoxa subsp. depauperata";"";"Myodocarpaceae";"A"
672690;"Myodocarpus";"";"Myodocarpaceae";"A"
672837;"Myodocarpus crassifolius";"";"Myodocarpaceae";"A"
672838;"Myodocarpus fraxinifolius";"";"Myodocarpaceae";"A"
672839;"Myodocarpus gracilis";"";"Myodocarpaceae";"A"
672841;"Myodocarpus involucratus";"";"Myodocarpaceae";"A"
674152;"Myodocarpus lanceolatus";"";"Myodocarpaceae";"A"
672843;"Myodocarpus pinnatus";"";"Myodocarpaceae";"A"
674153;"Myodocarpus simplicifolius";"";"Myodocarpaceae";"A"
672844;"Myodocarpus vieillardii";"";"Myodocarpaceae";"A"
671830;"Pittosporum aliferum";"";"Pittosporaceae";"A"
671362;"Pittosporum artense";"";"Pittosporaceae";"A"
671363;"Pittosporum baudouinii";"";"Pittosporaceae";"A"
671831;"Pittosporum bernardii";"";"Pittosporaceae";"A"
672238;"Pittosporum bouletii";"";"Pittosporaceae";"A"
671832;"Pittosporum brevispinum";"";"Pittosporaceae";"A"
671833;"Pittosporum cherrieri";"";"Pittosporaceae";"A"
671364;"Pittosporum coccineum";"";"Pittosporaceae";"A"
671365;"Pittosporum collinum";"";"Pittosporaceae";"A"
671366;"Pittosporum croceum";"";"Pittosporaceae";"A"
672455;"Pittosporum deplanchei";"";"Pittosporaceae";"A"
671367;"Pittosporum dzumacense";"";"Pittosporaceae";"A"
671368;"Pittosporum echinatum";"";"Pittosporaceae";"A"
671369;"Pittosporum gatopense";"";"Pittosporaceae";"A"
671370;"Pittosporum gracile";"";"Pittosporaceae";"A"
671372;"Pittosporum heckelii";"";"Pittosporaceae";"A"
671371;"Pittosporum hematomallum";"";"Pittosporaceae";"A"
671373;"Pittosporum kaalense";"";"Pittosporaceae";"A"
671374;"Pittosporum koghiense";"";"Pittosporaceae";"A"
672239;"Pittosporum lanipetalum";"";"Pittosporaceae";"A"
671375;"Pittosporum leratii";"";"Pittosporaceae";"A"
671834;"Pittosporum leroyanum";"";"Pittosporaceae";"A"
671835;"Pittosporum letocartiorum";"";"Pittosporaceae";"A"
671376;"Pittosporum loniceroides";"";"Pittosporaceae";"A"
672240;"Pittosporum mackeei";"";"Pittosporaceae";"A"
671836;"Pittosporum malaxanii";"";"Pittosporaceae";"A"
671377;"Pittosporum morierei";"";"Pittosporaceae";"A"
671837;"Pittosporum muricatum";"";"Pittosporaceae";"A"
671378;"Pittosporum obovatum";"";"Pittosporaceae";"A"
671379;"Pittosporum oreophilum";"";"Pittosporaceae";"A"
672082;"Pittosporum ornatum";"";"Pittosporaceae";"A"
445888;"Pittosporum orohenense";"";"Pittosporaceae";"A"
671380;"Pittosporum oubatchense";"";"Pittosporaceae";"A"
671381;"Pittosporum pancheri";"";"Pittosporaceae";"A"
672004;"Pittosporum paniculatum";"";"Pittosporaceae";"A"
671382;"Pittosporum paniense";"";"Pittosporaceae";"A"
671383;"Pittosporum poueboense";"";"Pittosporaceae";"A"
672005;"Pittosporum poumense";"";"Pittosporaceae";"A"
671384;"Pittosporum pronyense";"";"Pittosporaceae";"A"
445889;"Pittosporum raivavaeense";"";"Pittosporaceae";"A"
445890;"Pittosporum rapense";"";"Pittosporaceae";"A"
671385;"Pittosporum scythophyllum";"";"Pittosporaceae";"A"
707094;"Pittosporum senacia subsp. senacia";"Bois de joli cœur, Bois de mangue marron, Joli cœur";"Pittosporaceae";"A"
707080;"Pittosporum senacia subsp. reticulatum";"Pittospore réticulé, Bois de joli cœur, Bois de mangue marron, Joli cœur";"Pittosporaceae";"A"
671838;"Pittosporum sessilifolium";"";"Pittosporaceae";"A"
672006;"Pittosporum simsonii";"";"Pittosporaceae";"A"
671386;"Pittosporum sylvaticum";"";"Pittosporaceae";"A"
445891;"Pittosporum taitense";"";"Pittosporaceae";"A"
671839;"Pittosporum tanianum";"";"Pittosporaceae";"A"
672083;"Pittosporum verrucosum";"";"Pittosporaceae";"A"
830118;"Pittosporum vieillardii";"";"Pittosporaceae";"A"
671387;"Pittosporum xanthanthum";"";"Pittosporaceae";"A"
593925;"Aquifoliales";"Aquifoliales";"";"P"
627442;"Aquifoliaceae";"Aquifoliacées";"Aquifoliaceae";"P"
193581;"Ilex";"Houx";"Aquifoliaceae";"P"
732643;"Ilex brevipedicellata";"";"Aquifoliaceae";"Q"
955245;"Ilex bullata";"";"Aquifoliaceae";"Q"
732644;"Ilex casiquiarensis";"";"Aquifoliaceae";"D"
732645;"Ilex daphnogenea";"";"Aquifoliaceae";"P"
732646;"Ilex davidsei";"";"Aquifoliaceae";"Q"
629892;"Ilex dioica";"";"Aquifoliaceae";"A"
732647;"Ilex guianensis";"";"Aquifoliaceae";"P"
735400;"Ilex inundata";"";"Aquifoliaceae";"P"
955473;"Ilex sect. Guayanoilex";"";"Aquifoliaceae";"D"
955452;"Ilex sect. Micranthae";"";"Aquifoliaceae";"P"
955344;"Ilex sect. Thyrsiflorae";"";"Aquifoliaceae";"P"
955454;"Ilex subsect. Epunctatae";"";"Aquifoliaceae";"P"
955475;"Ilex subsect. Florigemmae";"";"Aquifoliaceae";"D"
779681;"Ilex jenmanii";"";"Aquifoliaceae";"S"
955244;"Ilex laureola";"";"Aquifoliaceae";"Q"
629893;"Ilex macfadyenii";"";"Aquifoliaceae";"A"
968630;"Ilex macfadyenii subsp. ovata";"";"Aquifoliaceae";"A"
732648;"Ilex martiniana";"";"Aquifoliaceae";"E"
732649;"Ilex ovalifolia";"";"Aquifoliaceae";"Q"
670802;"Ilex sebertii";"";"Aquifoliaceae";"A"
955476;"Ilex ser. Axillariae";"";"Aquifoliaceae";"D"
955239;"Ilex umbellata";"";"Aquifoliaceae";"Q"
598215;"Cardiopteridaceae";"";"Cardiopteridaceae";"Q"
830247;"Citronella hirsuta";"";"Cardiopteridaceae";"A"
673357;"Citronella macrocarpa";"";"Cardiopteridaceae";"A"
674048;"Citronella sarmentosa";"";"Cardiopteridaceae";"A"
598219;"Stemonuraceae";"";"Stemonuraceae";"P"
730657;"Discophora";"";"Stemonuraceae";"P"
733458;"Discophora guianensis";"";"Stemonuraceae";"P"
672615;"Gastrolepis";"";"Stemonuraceae";"A"
673867;"Gastrolepis alticola";"";"Stemonuraceae";"A"
830272;"Gastrolepis austrocaledonica";"";"Stemonuraceae";"A"
830238;"Agathis corbassonii";"";"Araucariaceae";"A"
670818;"Agathis lanceolata";"";"Araucariaceae";"A"
672044;"Agathis montana";"";"Araucariaceae";"A"
447939;"Agathis moorei";"Kaori, kaori blanc, Kaori du Nord";"Araucariaceae";"A"
670819;"Agathis ovata";"Kaori de montagne";"Araucariaceae";"A"
670820;"Araucaria bernieri";"";"Araucariaceae";"A"
672045;"Araucaria biramulata";"";"Araucariaceae";"A"
446363;"Araucaria columnaris";"Pin colonnaire";"Araucariaceae";"A"
721569;"Araucaria cunninghamii";"Araucaria de Cunningham";"Araucariaceae";"M"
921616;"Araucaria goroensis";"";"Araucariaceae";"A"
670821;"Araucaria humboldtensis";"";"Araucariaceae";"A"
672046;"Araucaria laubenfelsii";"Ouaoué";"Araucariaceae";"A"
446719;"Araucaria luxurians";"Pin colonnaire, Sapin de Noël";"Araucariaceae";"A"
921617;"Araucaria mackeeii";"";"Araucariaceae";"A"
670988;"Araucaria montana";"";"Araucariaceae";"A"
670989;"Araucaria muelleri";"";"Araucariaceae";"A"
672047;"Araucaria nemorosa";"";"Araucariaceae";"A"
670990;"Araucaria rulei";"";"Araucariaceae";"A"
670991;"Araucaria schmidii";"";"Araucariaceae";"A"
672048;"Araucaria scopulorum";"";"Araucariaceae";"A"
670992;"Araucaria subulata";"";"Araucariaceae";"A"
445325;"Podocarpaceae";"Podocarpacées";"Podocarpaceae";"A"
674431;"Acmopyle pancheri";"";"Podocarpaceae";"A"
673410;"Dacrycarpus vieillardii";"";"Podocarpaceae";"A"
674260;"Dacrydium araucarioides";"";"Podocarpaceae";"A"
673411;"Dacrydium balansae";"";"Podocarpaceae";"A"
673412;"Dacrydium guillauminii";"";"Podocarpaceae";"A"
673870;"Dacrydium x suprinii";"";"Podocarpaceae";"A"
674261;"Dacrydium lycopodioides";"";"Podocarpaceae";"A"
673413;"Falcatifolium taxoides";"";"Podocarpaceae";"A"
672720;"Parasitaxus";"";"Podocarpaceae";"A"
673414;"Parasitaxus usta";"";"Podocarpaceae";"A"
446382;"Podocarpus";"Podocarpe";"Podocarpaceae";"A"
671850;"Podocarpus beecherae";"";"Podocarpaceae";"A"
672219;"Podocarpus colliculatus";"";"Podocarpaceae";"A"
671388;"Podocarpus decumbens";"";"Podocarpaceae";"A"
672128;"Podocarpus gnidioides";"";"Podocarpaceae";"A"
921560;"Podocarpus lavoixii";"";"Podocarpaceae";"A"
830160;"Podocarpus letocartii";"";"Podocarpaceae";"A"
671389;"Podocarpus longifoliolatus";"";"Podocarpaceae";"A"
671390;"Podocarpus lucienii";"";"Podocarpaceae";"A"
672129;"Podocarpus novaecaledoniae";"";"Podocarpaceae";"A"
671391;"Podocarpus polyspermus";"";"Podocarpaceae";"A"
671392;"Podocarpus sylvestris";"";"Podocarpaceae";"A"
672130;"Prumnopitys ferruginoides";"";"Podocarpaceae";"A"
673713;"Retrophyllum comptonii";"";"Podocarpaceae";"A"
673714;"Retrophyllum minus";"";"Podocarpaceae";"A"
522799;"Arecales";"Arécales";"";"P"
627445;"Arecaceae";"Arécacées";"Arecaceae";"P"
929893;"Arecoideae";"";"Arecaceae";"P"
929928;"Areceae";"";"Arecaceae";"M"
929935;"Archontophoenicinae";"";"Arecaceae";"M"
929936;"Arecinae";"";"Arecaceae";"M"
929933;"Dypsidinae";"";"Arecaceae";"M"
705760;"Acanthophoenix crinita";"Acanthophénix chevelu, Palmiste rouge des hauts, Palmiste boure, Palmiste bourre, Palmiste des bois, Palmiste des hauts, Palmiste rouge";"Arecaceae";"A"
705761;"Acanthophoenix rousselii";"Acanthophénix de Roussel, Palmiste de Roussel";"Arecaceae";"A"
806910;"Adonidia";"";"Arecaceae";"M"
631319;"Adonidia merrillii";"Petit palmier des Philippines";"Arecaceae";"M"
446131;"Areca";"Arec, Aréquier";"Arecaceae";"M"
447743;"Areca catechu";"Pin caraïbe";"Arecaceae";"M"
455309;"Basselinia";"";"Arecaceae";"A"
671543;"Basselinia deplanchei";"";"Arecaceae";"A"
671819;"Basselinia eriostachys";"";"Arecaceae";"A"
671544;"Basselinia favieri";"";"Arecaceae";"A"
455310;"Basselinia glabrata";"Palmier de forêt";"Arecaceae";"A"
671545;"Basselinia gracilis";"";"Arecaceae";"A"
671546;"Basselinia humboldtiana";"";"Arecaceae";"A"
671547;"Basselinia iterata";"";"Arecaceae";"A"
671934;"Basselinia moorei";"";"Arecaceae";"A"
671548;"Basselinia pancheri";"";"Arecaceae";"A"
672421;"Basselinia porphyrea";"";"Arecaceae";"A"
671549;"Basselinia sordida";"";"Arecaceae";"A"
671550;"Basselinia tomentosa";"";"Arecaceae";"A"
671551;"Basselinia velutina";"";"Arecaceae";"A"
671552;"Basselinia vestita";"";"Arecaceae";"A"
770897;"Bentinckia";"";"Arecaceae";"M"
770898;"Bentinckia nicobarica";"";"Arecaceae";"M"
446560;"Burretiokentia";"";"Arecaceae";"A"
672469;"Burretiokentia dumasii";"";"Arecaceae";"A"
672084;"Burretiokentia grandiflora";"";"Arecaceae";"A"
448151;"Burretiokentia hapala";"";"Arecaceae";"A"
671840;"Burretiokentia koghiensis";"";"Arecaceae";"A"
671553;"Burretiokentia vieillardii";"";"Arecaceae";"A"
770906;"Carpentaria";"";"Arecaceae";"M"
770907;"Carpentaria acuminata";"";"Arecaceae";"M"
446562;"Chambeyronia";"";"Arecaceae";"M"
1002364;"Chambeyronia divaricata";"";"Arecaceae";"A"
1002353;"Chambeyronia houailouensis";"";"Arecaceae";"A"
1002367;"Chambeyronia huerlimannii";"";"Arecaceae";"A"
671554;"Chambeyronia lepidota";"";"Arecaceae";"A"
448154;"Chambeyronia macrocarpa";"";"Arecaceae";"M"
1002379;"Chambeyronia macrocarpa var. flavopicta";"";"Arecaceae";"A"
1002378;"Chambeyronia macrocarpa var. hookeri";"";"Arecaceae";"A"
1002380;"Chambeyronia macrocarpa var. roxanniae";"";"Arecaceae";"A"
1002381;"Chambeyronia macrocarpa var. viridis";"";"Arecaceae";"A"
1002382;"Chambeyronia macrocarpa var. macrocarpa";"";"Arecaceae";"A"
1002372;"Chambeyronia magnifica";"";"Arecaceae";"A"
1002373;"Chambeyronia oliviformis";"";"Arecaceae";"A"
1002374;"Chambeyronia piersoniorum";"";"Arecaceae";"A"
1002375;"Chambeyronia pyriformis";"";"Arecaceae";"A"
672544;"Clinosperma";"";"Arecaceae";"A"
673495;"Clinosperma bracteale";"";"Arecaceae";"A"
673875;"Clinosperma lanuginosa";"";"Arecaceae";"A"
673878;"Clinosperma macrocarpa";"";"Arecaceae";"A"
673879;"Clinosperma vaginata";"";"Arecaceae";"A"
672563;"Cyphokentia";"";"Arecaceae";"A"
673910;"Cyphokentia cerifera";"";"Arecaceae";"A"
673496;"Cyphokentia macrostachya";"";"Arecaceae";"A"
672564;"Cyphophoenix";"";"Arecaceae";"A"
673877;"Cyphophoenix alba";"";"Arecaceae";"A"
673497;"Cyphophoenix elegans";"";"Arecaceae";"A"
673876;"Cyphophoenix fulcita";"";"Arecaceae";"A"
674250;"Cyphophoenix nucele";"";"Arecaceae";"A"
673498;"Cyphosperma balansae";"";"Arecaceae";"A"
446138;"Cyrtostachys";"";"Arecaceae";"M"
447751;"Cyrtostachys renda";"";"Arecaceae";"M"
770974;"Deckenia";"";"Arecaceae";"M"
770975;"Deckenia nobilis";"";"Arecaceae";"M"
446852;"Dypsis";"Dypsis";"Arecaceae";"M"
726107;"Dypsis cabadae";"";"Arecaceae";"A"
706216;"Dypsis decaryi";"Palmier triangulaire";"Arecaceae";"M"
807324;"Dypsis lanceolata";"";"Arecaceae";"A"
770933;"Dypsis lastelliana";"";"Arecaceae";"M"
630983;"Dypsis lutescens";"Palmier multipliant";"Arecaceae";"M"
706217;"Dypsis madagascariensis";"Dypsis de Madagascar, Palmier plume, Palmier de Madagascar";"Arecaceae";"M"
770980;"Linospadix";"";"Arecaceae";"M"
770981;"Linospadix minor";"";"Arecaceae";"M"
446573;"Nephrosperma";"";"Arecaceae";"M"
448167;"Nephrosperma vanhoutteanum";"";"Arecaceae";"M"
446716;"Normanbya";"";"Arecaceae";"M"
448368;"Normanbya normanbyi";"";"Arecaceae";"M"
446149;"Oncosperma";"";"Arecaceae";"M"
770957;"Oncosperma horridum";"";"Arecaceae";"M"
446151;"Phoenicophorium";"";"Arecaceae";"M"
447766;"Phoenicophorium borsigianum";"";"Arecaceae";"M"
446153;"Ptychosperma";"Ptychosperme";"Arecaceae";"M"
447770;"Ptychosperma macarthurii";"Palmier de MacArthur, Multipliant-bambou";"Arecaceae";"M"
770962;"Ptychosperma nicolai";"";"Arecaceae";"M"
630522;"Ptychosperma salomonense";"";"Arecaceae";"M"
448128;"Ptychosperma sanderiana";"";"Arecaceae";"M"
446157;"Veitchia";"";"Arecaceae";"M"
770963;"Veitchia arecina";"";"Arecaceae";"M"
770964;"Veitchia joannis";"";"Arecaceae";"M"
630864;"Veitchia montgomeryana";"";"Arecaceae";"M"
627845;"Verschaffeltia";"";"Arecaceae";"M"
630875;"Verschaffeltia splendida";"";"Arecaceae";"M"
446718;"Wodyetia";"";"Arecaceae";"M"
448370;"Wodyetia bifurcata";"";"Arecaceae";"M"
929939;"Laccospadicinae";"";"Arecaceae";"M"
929934;"Oncospermatinae";"";"Arecaceae";"M"
929937;"Ptychospermatinae";"";"Arecaceae";"M"
929938;"Verschaffeltiinae";"";"Arecaceae";"M"
929917;"Chamaedoreeae";"";"Arecaceae";"P"
446561;"Chamaedorea";"";"Arecaceae";"P"
770942;"Chamaedorea cataractarum";"";"Arecaceae";"M"
629310;"Chamaedorea elegans";"";"Arecaceae";"M"
770967;"Chamaedorea ernesti-augusti";"";"Arecaceae";"M"
629311;"Chamaedorea metallica";"";"Arecaceae";"M"
838933;"Chamaedorea pauciflora";"";"Arecaceae";"P"
448152;"Chamaedorea seifrizii";"";"Arecaceae";"M"
446141;"Hyophorbe";"Hyophorbe";"Arecaceae";"M"
637501;"Hyophorbe indica";"Hyophorbe d'Inde, Palmiste poison, Palmiste bâtard";"Arecaceae";"A"
447754;"Hyophorbe lagenicaulis";"Palmiste gargoulette";"Arecaceae";"M"
629883;"Hyophorbe verschaffeltii";"Palmiste marron";"Arecaceae";"M"
929920;"Cocoseae";"";"Arecaceae";"P"
929921;"Attaleinae";"";"Arecaceae";"P"
929922;"Bactridinae";"";"Arecaceae";"P"
929923;"Elaeidinae";"";"Arecaceae";"P"
627837;"Acrocomia";"";"Arecaceae";"P"
629015;"Acrocomia aculeata";"Palmiste espineux";"Arecaceae";"P"
629016;"Acrocomia karukerana";"";"Arecaceae";"A"
446130;"Aiphanes";"";"Arecaceae";"M"
629044;"Aiphanes caryotifolia";"";"Arecaceae";"M"
629047;"Aiphanes minima";"";"Arecaceae";"M"
446678;"Astrocaryum";"";"Arecaceae";"P"
770896;"Astrocaryum alatum";"";"Arecaceae";"M"
731626;"Astrocaryum gynacanthum";"";"Arecaceae";"P"
731627;"Astrocaryum jauari";"";"Arecaceae";"P"
763221;"Astrocaryum minus";"";"Arecaceae";"P"
731628;"Astrocaryum murumuru";"";"Arecaceae";"P"
731629;"Astrocaryum paramaca";"";"Arecaceae";"P"
763224;"Astrocaryum rodriguesii";"";"Arecaceae";"P"
731630;"Astrocaryum sciophilum";"";"Arecaceae";"S"
731631;"Astrocaryum vulgare";"";"Arecaceae";"P"
628266;"Attalea";"";"Arecaceae";"P"
929854;"Attalea attaleoides";"";"Arecaceae";"Q"
731632;"Attalea butyracea";"";"Arecaceae";"Q"
929861;"Attalea dahlgreniana";"";"Arecaceae";"Q"
731634;"Attalea degranvillei";"";"Arecaceae";"E"
731635;"Attalea guianensis";"";"Arecaceae";"E"
929857;"Attalea huebneri";"";"Arecaceae";"D"
629126;"Attalea maripa";"";"Arecaceae";"P"
731637;"Attalea microcarpa";"";"Arecaceae";"Q"
763232;"Attalea polysticha";"";"Arecaceae";"P"
763234;"Attalea sagotii";"";"Arecaceae";"S"
929856;"Attalea speciosa";"";"Arecaceae";"M"
929860;"Attalea spectabilis";"";"Arecaceae";"Q"
446558;"Bactris";"";"Arecaceae";"P"
731638;"Bactris acanthocarpa";"";"Arecaceae";"P"
741129;"Bactris acanthocarpa var. acanthocarpa";"";"Arecaceae";"Q"
741131;"Bactris acanthocarpa var. intermedia";"";"Arecaceae";"P"
929880;"Bactris acanthocarpa var. trailiana";"";"Arecaceae";"Q"
731639;"Bactris acanthocarpoides";"";"Arecaceae";"S"
731640;"Bactris aubletiana";"";"Arecaceae";"S"
731641;"Bactris brongniartii";"";"Arecaceae";"P"
731642;"Bactris campestris";"";"Arecaceae";"P"
731643;"Bactris constanciae";"";"Arecaceae";"S"
731644;"Bactris cuspidata";"";"Arecaceae";"P"
731645;"Bactris elegans";"";"Arecaceae";"P"
448218;"Bactris gasipaes";"Palmier pêche, Pejibaye";"Arecaceae";"M"
710432;"Bactris gasipaes var. gasipaes";"Palmier pêche, Pejibaye";"Arecaceae";"M"
731646;"Bactris gastoniana";"";"Arecaceae";"P"
731647;"Bactris hirta";"";"Arecaceae";"P"
741133;"Bactris hirta var. hirta";"";"Arecaceae";"D"
929864;"Bactris hirta var. pectinata";"";"Arecaceae";"P"
629138;"Bactris major";"";"Arecaceae";"P"
741135;"Bactris major var. major";"";"Arecaceae";"P"
929874;"Bactris major var. infesta";"";"Arecaceae";"D"
731648;"Bactris maraja";"";"Arecaceae";"P"
929877;"Bactris maraja var. maraja";"";"Arecaceae";"P"
741137;"Bactris maraja var. juruensis";"";"Arecaceae";"Q"
929878;"Bactris maraja var. trichospatha";"";"Arecaceae";"P"
779240;"Bactris nancibaensis";"";"Arecaceae";"E"
731649;"Bactris oligocarpa";"";"Arecaceae";"P"
731650;"Bactris pliniana";"";"Arecaceae";"P"
731651;"Bactris rhaphidacantha";"";"Arecaceae";"S"
731652;"Bactris simplicifrons";"";"Arecaceae";"P"
731653;"Bactris tomentosa";"";"Arecaceae";"P"
446136;"Cocos";"Cocotier, Cocotier";"Arecaceae";"I"
447749;"Cocos nucifera";"Cocotier commun, Cocotier, Coco, Pied coco";"Arecaceae";"I"
730921;"Desmoncus";"";"Arecaceae";"P"
763261;"Desmoncus horridus";"";"Arecaceae";"P"
838934;"Desmoncus horridus subsp. horridus";"";"Arecaceae";"P"
838945;"Desmoncus macroacanthos";"";"Arecaceae";"Q"
838942;"Desmoncus orthacanthos";"";"Arecaceae";"Q"
763268;"Desmoncus parvulus";"";"Arecaceae";"P"
731657;"Desmoncus polyacanthos";"";"Arecaceae";"P"
446139;"Elaeis";"";"Arecaceae";"P"
447752;"Elaeis guineensis";"Palmier à huile";"Arecaceae";"I"
731658;"Elaeis oleifera";"";"Arecaceae";"P"
198107;"Syagrus";"";"Arecaceae";"P"
630761;"Syagrus amara";"Petit Coco";"Arecaceae";"M"
731677;"Syagrus inajai";"";"Arecaceae";"P"
125322;"Syagrus romanzoffiana";"Syagrus de Romanzoff";"Arecaceae";"M"
731678;"Syagrus stratincola";"";"Arecaceae";"S"
929925;"Euterpeae";"";"Arecaceae";"P"
627840;"Euterpe";"";"Arecaceae";"P"
629715;"Euterpe broadwayi";"";"Arecaceae";"A"
731659;"Euterpe oleracea";"";"Arecaceae";"P"
731660;"Euterpe precatoria";"";"Arecaceae";"D"
741143;"Euterpe precatoria var. precatoria";"";"Arecaceae";"D"
731049;"Hyospathe";"";"Arecaceae";"P"
731671;"Hyospathe elegans";"";"Arecaceae";"P"
730917;"Oenocarpus";"";"Arecaceae";"P"
731675;"Oenocarpus bacaba";"Comou, Camon";"Arecaceae";"P"
731676;"Oenocarpus bataua";"";"Arecaceae";"P"
930106;"Oenocarpus distichus";"";"Arecaceae";"M"
929844;"Oenocarpus mapora";"";"Arecaceae";"C"
763315;"Oenocarpus oligocarpa";"";"Arecaceae";"P"
627843;"Prestoea";"";"Arecaceae";"M"
770961;"Prestoea tenuiramosa";"";"Arecaceae";"M"
929926;"Geonomateae";"";"Arecaceae";"P"
730918;"Asterogyne";"";"Arecaceae";"P"
731625;"Asterogyne guianensis";"";"Arecaceae";"E"
627841;"Geonoma";"";"Arecaceae";"P"
731661;"Geonoma aspidiifolia";"";"Arecaceae";"Q"
929848;"Geonoma aspidiifolia subsp. fusca";"";"Arecaceae";"Q"
731662;"Geonoma baculifera";"";"Arecaceae";"P"
731663;"Geonoma deversa";"";"Arecaceae";"P"
930107;"Geonoma deversa subsp. deversa";"";"Arecaceae";"P"
763277;"Geonoma euspatha";"";"Arecaceae";"P"
731664;"Geonoma interrupta";"";"Arecaceae";"Q"
731665;"Geonoma leptospadix";"";"Arecaceae";"P"
731666;"Geonoma macrostachys";"";"Arecaceae";"Q"
731667;"Geonoma maxima";"";"Arecaceae";"P"
809923;"Geonoma maxima subsp. maxima";"";"Arecaceae";"P"
809921;"Geonoma maxima subsp. ambigua";"";"Arecaceae";"D"
731668;"Geonoma oldemanii";"";"Arecaceae";"P"
